"day","time","home_team","away_team","home_points","away_points","numOT"
"2017-10-17","08:00 pm","CLE","BOS",129,97,0
"2017-10-17","10:30 pm","GSW","HOU",91,126,0
"2017-10-18","07:00 pm","IND","BRK",119,115,1
"2017-10-18","07:00 pm","DET","CHO",96,87,0
"2017-10-18","07:00 pm","ORL","MIA",95,76,0
"2017-10-18","07:00 pm","WAS","PHI",109,102,0
"2017-10-18","07:30 pm","BOS","MIL",108,117,0
"2017-10-18","08:00 pm","MEM","NOP",128,105,0
"2017-10-18","08:30 pm","DAL","ATL",107,105,0
"2017-10-18","09:00 pm","UTA","DEN",98,91,0
"2017-10-18","09:30 pm","SAS","MIN",133,89,0
"2017-10-18","10:00 pm","SAC","HOU",123,92,0
"2017-10-18","10:00 pm","PHO","POR",98,103,0
"2017-10-19","07:30 pm","TOR","CHI",86,105,0
"2017-10-19","08:00 pm","OKC","NYK",91,97,0
"2017-10-19","10:30 pm","LAL","LAC",99,107,0
"2017-10-20","07:00 pm","CHO","ATL",92,83,0
"2017-10-20","07:00 pm","PHI","BOS",106,128,0
"2017-10-20","07:00 pm","MIL","CLE",99,121,0
"2017-10-20","07:00 pm","WAS","DET",104,94,0
"2017-10-20","07:00 pm","IND","POR",89,111,0
"2017-10-20","07:30 pm","BRK","ORL",104,115,0
"2017-10-20","08:00 pm","MIN","UTA",95,96,0
"2017-10-20","08:30 pm","DAL","SAC",102,115,0
"2017-10-20","09:30 pm","NOP","GSW",109,112,0
"2017-10-20","10:00 pm","PHO","LAL",118,95,0
"2017-10-21","07:30 pm","TOR","PHI",90,106,0
"2017-10-21","08:00 pm","HOU","DAL",121,102,0
"2017-10-21","08:00 pm","NYK","DET",102,107,0
"2017-10-21","08:00 pm","MEM","GSW",111,104,0
"2017-10-21","08:00 pm","MIA","IND",98,107,0
"2017-10-21","08:00 pm","CLE","ORL",114,119,0
"2017-10-21","08:00 pm","CHI","SAS",116,102,0
"2017-10-21","08:30 pm","MIL","POR",96,109,0
"2017-10-21","09:00 pm","UTA","OKC",103,87,0
"2017-10-21","09:00 pm","DEN","SAC",100,120,0
"2017-10-21","10:30 pm","LAC","PHO",129,125,0
"2017-10-22","03:30 pm","BRK","ATL",113,125,0
"2017-10-22","07:00 pm","OKC","MIN",96,109,0
"2017-10-22","09:30 pm","LAL","NOP",108,75,0
"2017-10-23","07:00 pm","DET","PHI",116,102,0
"2017-10-23","07:30 pm","MIA","ATL",115,89,0
"2017-10-23","08:00 pm","MIL","CHO",95,116,0
"2017-10-23","08:00 pm","HOU","MEM",122,97,0
"2017-10-23","08:30 pm","DAL","GSW",119,102,0
"2017-10-23","08:30 pm","SAS","TOR",103,109,0
"2017-10-23","09:00 pm","DEN","WAS",109,106,0
"2017-10-23","10:00 pm","PHO","SAC",129,130,1
"2017-10-24","07:00 pm","ORL","BRK",114,109,0
"2017-10-24","07:00 pm","CLE","CHI",120,85,0
"2017-10-24","07:30 pm","BOS","NYK",86,99,0
"2017-10-24","08:00 pm","MIN","IND",128,108,0
"2017-10-24","10:00 pm","POR","NOP",119,100,0
"2017-10-24","10:30 pm","LAC","UTA",85,99,0
"2017-10-25","07:00 pm","CHO","DEN",120,111,0
"2017-10-25","07:00 pm","PHI","HOU",109,104,0
"2017-10-25","07:00 pm","DET","MIN",100,90,0
"2017-10-25","07:30 pm","BRK","CLE",105,111,0
"2017-10-25","08:00 pm","OKC","IND",120,109,0
"2017-10-25","08:00 pm","MIA","SAS",102,87,0
"2017-10-25","08:30 pm","DAL","MEM",110,107,0
"2017-10-25","10:00 pm","PHO","UTA",110,118,0
"2017-10-25","10:30 pm","GSW","TOR",105,101,0
"2017-10-25","10:30 pm","LAL","WAS",113,101,0
"2017-10-26","08:00 pm","CHI","ATL",105,111,0
"2017-10-26","08:00 pm","MIL","BOS",113,103,0
"2017-10-26","08:00 pm","MEM","DAL",85,121,0
"2017-10-26","10:00 pm","POR","LAC",93,110,0
"2017-10-26","10:30 pm","SAC","NOP",118,122,1
"2017-10-27","07:00 pm","CHO","HOU",119,126,0
"2017-10-27","07:00 pm","ORL","SAS",106,102,0
"2017-10-27","07:30 pm","NYK","BRK",117,132,0
"2017-10-27","07:30 pm","ATL","DEN",103,113,0
"2017-10-27","08:00 pm","MIN","OKC",136,124,0
"2017-10-27","10:30 pm","LAL","TOR",125,120,0
"2017-10-27","10:30 pm","GSW","WAS",99,121,0
"2017-10-28","07:00 pm","NOP","CLE",127,94,0
"2017-10-28","08:00 pm","MIA","BOS",82,110,0
"2017-10-28","08:00 pm","MEM","HOU",115,103,0
"2017-10-28","08:00 pm","CHI","OKC",119,86,0
"2017-10-28","08:30 pm","DAL","PHI",114,93,0
"2017-10-28","09:00 pm","UTA","LAL",80,98,0
"2017-10-28","10:00 pm","POR","PHO",113,125,0
"2017-10-28","10:30 pm","LAC","DET",118,113,0
"2017-10-29","03:30 pm","ATL","MIL",97,95,0
"2017-10-29","04:30 pm","IND","SAS",120,84,0
"2017-10-29","06:00 pm","BRK","DEN",103,107,0
"2017-10-29","06:00 pm","CHO","ORL",117,122,0
"2017-10-29","06:00 pm","SAC","WAS",126,86,0
"2017-10-29","07:00 pm","CLE","NYK",89,82,0
"2017-10-29","08:30 pm","GSW","DET",106,119,0
"2017-10-30","07:30 pm","NYK","DEN",107,83,0
"2017-10-30","07:30 pm","MIA","MIN",94,116,0
"2017-10-30","07:30 pm","BOS","SAS",93,95,0
"2017-10-30","08:00 pm","MEM","CHO",116,115,0
"2017-10-30","08:00 pm","NOP","ORL",102,94,0
"2017-10-30","08:00 pm","HOU","PHI",110,101,0
"2017-10-30","09:00 pm","UTA","DAL",92,77,0
"2017-10-30","10:00 pm","POR","TOR",105,97,0
"2017-10-30","10:30 pm","LAC","GSW",104,82,0
"2017-10-31","07:00 pm","IND","SAC",97,107,0
"2017-10-31","07:30 pm","BRK","PHO",99,110,0
"2017-10-31","08:00 pm","MIL","OKC",105,87,0
"2017-10-31","10:30 pm","LAL","DET",120,100,0
"2017-11-01","07:00 pm","PHI","ATL",111,113,0
"2017-11-01","07:00 pm","CLE","IND",127,113,0
"2017-11-01","07:00 pm","CHO","MIL",124,107,0
"2017-11-01","07:00 pm","WAS","PHO",103,135,0
"2017-11-01","07:30 pm","MIA","CHI",86,88,0
"2017-11-01","07:30 pm","BOS","SAC",110,101,0
"2017-11-01","08:00 pm","NYK","HOU",113,105,0
"2017-11-01","08:00 pm","NOP","MIN",93,58,0
"2017-11-01","08:00 pm","MEM","ORL",87,74,0
"2017-11-01","09:00 pm","UTA","POR",121,112,1
"2017-11-01","09:00 pm","DEN","TOR",106,117,0
"2017-11-01","10:30 pm","LAC","DAL",91,99,0
"2017-11-02","08:00 pm","SAS","GSW",85,98,0
"2017-11-02","10:30 pm","POR","LAL",99,116,0
"2017-11-03","07:00 pm","ORL","CHI",91,77,0
"2017-11-03","07:00 pm","WAS","CLE",120,129,0
"2017-11-03","07:00 pm","PHI","IND",113,115,0
"2017-11-03","07:00 pm","DET","MIL",90,107,0
"2017-11-03","07:30 pm","ATL","HOU",95,127,0
"2017-11-03","07:30 pm","NYK","PHO",117,104,0
"2017-11-03","08:30 pm","SAS","CHO",100,128,0
"2017-11-03","08:30 pm","DAL","NOP",133,91,0
"2017-11-03","09:00 pm","DEN","MIA",107,84,0
"2017-11-03","09:00 pm","UTA","TOR",117,94,0
"2017-11-03","09:30 pm","OKC","BOS",103,117,0
"2017-11-03","10:30 pm","LAL","BRK",113,93,0
"2017-11-04","03:30 pm","LAC","MEM",118,103,0
"2017-11-04","07:00 pm","DET","SAC",127,110,0
"2017-11-04","08:00 pm","MIN","DAL",107,120,0
"2017-11-04","08:00 pm","CHI","NOP",95,100,0
"2017-11-04","09:00 pm","DEN","GSW",105,89,0
"2017-11-05","03:00 pm","CLE","ATL",109,108,0
"2017-11-05","03:30 pm","LAC","MIA",114,93,0
"2017-11-05","06:00 pm","ORL","BOS",122,95,0
"2017-11-05","06:00 pm","TOR","WAS",100,96,0
"2017-11-05","07:00 pm","SAS","PHO",118,94,0
"2017-11-05","07:00 pm","HOU","UTA",109,94,0
"2017-11-05","07:30 pm","NYK","IND",113,98,0
"2017-11-05","08:00 pm","MIN","CHO",110,109,0
"2017-11-05","09:00 pm","POR","OKC",120,100,0
"2017-11-05","09:30 pm","LAL","MEM",93,103,0
"2017-11-06","07:30 pm","ATL","BOS",111,138,0
"2017-11-06","09:00 pm","PHO","BRK",105,95,0
"2017-11-06","10:30 pm","GSW","MIA",129,100,0
"2017-11-07","07:00 pm","WAS","DAL",117,111,0
"2017-11-07","07:00 pm","CLE","MIL",98,78,0
"2017-11-07","07:00 pm","IND","NOP",106,123,0
"2017-11-07","07:30 pm","NYK","CHO",113,85,0
"2017-11-07","07:30 pm","TOR","CHI",94,78,0
"2017-11-07","08:30 pm","SAS","LAC",114,137,0
"2017-11-07","09:00 pm","DEN","BRK",117,91,0
"2017-11-07","09:00 pm","UTA","PHI",92,98,0
"2017-11-07","10:00 pm","POR","MEM",123,103,0
"2017-11-07","10:00 pm","SAC","OKC",106,103,0
"2017-11-08","07:00 pm","DET","IND",102,93,0
"2017-11-08","07:00 pm","ORL","NYK",120,125,2
"2017-11-08","08:00 pm","BOS","LAL",132,88,0
"2017-11-08","09:00 pm","PHO","MIA",109,126,0
"2017-11-08","10:30 pm","GSW","MIN",81,104,0
"2017-11-09","07:00 pm","WAS","LAL",99,110,0
"2017-11-09","07:30 pm","TOR","NOP",77,84,0
"2017-11-09","08:00 pm","HOU","CLE",108,99,0
"2017-11-09","10:00 pm","SAC","PHI",87,124,0
"2017-11-09","10:30 pm","DEN","OKC",117,103,0
"2017-11-10","07:00 pm","DET","ATL",69,89,0
"2017-11-10","07:30 pm","BOS","CHO",123,124,0
"2017-11-10","08:00 pm","CHI","IND",96,105,0
"2017-11-10","09:00 pm","OKC","LAC",90,123,0
"2017-11-10","09:00 pm","UTA","MIA",123,95,0
"2017-11-10","09:00 pm","SAS","MIL",107,108,0
"2017-11-10","09:00 pm","PHO","ORL",98,104,0
"2017-11-10","10:00 pm","POR","BRK",103,116,0
"2017-11-11","07:00 pm","WAS","ATL",73,88,0
"2017-11-11","07:00 pm","NOP","LAC",118,90,0
"2017-11-11","08:00 pm","HOU","MEM",109,98,0
"2017-11-11","08:00 pm","NYK","SAC",84,95,0
"2017-11-11","08:30 pm","SAS","CHI",113,80,0
"2017-11-11","08:30 pm","DAL","CLE",121,103,0
"2017-11-11","08:30 pm","MIL","LAL",106,112,0
"2017-11-11","08:30 pm","GSW","PHI",110,107,0
"2017-11-11","09:00 pm","UTA","BRK",93,94,0
"2017-11-11","09:00 pm","PHO","MIN",114,115,0
"2017-11-11","09:00 pm","DEN","ORL",99,118,0
"2017-11-12","03:30 pm","BOS","TOR",89,87,0
"2017-11-12","04:00 pm","DET","MIA",113,79,0
"2017-11-12","06:00 pm","IND","HOU",100,97,0
"2017-11-12","07:00 pm","OKC","DAL",119,123,0
"2017-11-13","07:00 pm","WAS","SAC",96,81,0
"2017-11-13","07:30 pm","NYK","CLE",89,84,0
"2017-11-13","08:00 pm","NOP","ATL",100,83,0
"2017-11-13","08:00 pm","MIL","MEM",97,119,0
"2017-11-13","09:00 pm","PHO","LAL",113,105,0
"2017-11-13","09:00 pm","UTA","MIN",105,102,0
"2017-11-13","10:00 pm","POR","DEN",114,86,0
"2017-11-13","10:30 pm","GSW","ORL",112,89,0
"2017-11-13","10:30 pm","LAC","PHI",114,108,0
"2017-11-14","07:30 pm","BRK","BOS",116,104,0
"2017-11-14","08:00 pm","HOU","TOR",122,95,0
"2017-11-14","08:30 pm","DAL","SAS",115,113,0
"2017-11-15","07:30 pm","ATL","SAC",122,70,0
"2017-11-15","07:30 pm","NYK","UTA",115,86,0
"2017-11-15","07:30 pm","MIA","WAS",64,111,0
"2017-11-15","08:00 pm","OKC","CHI",126,96,0
"2017-11-15","08:00 pm","CHO","CLE",127,138,0
"2017-11-15","08:00 pm","MIL","DET",91,105,0
"2017-11-15","08:00 pm","MEM","IND",96,81,0
"2017-11-15","08:00 pm","MIN","SAS",91,119,0
"2017-11-15","08:00 pm","NOP","TOR",98,102,0
"2017-11-15","10:00 pm","POR","ORL",90,116,0
"2017-11-15","10:30 pm","LAL","PHI",118,123,0
"2017-11-16","08:00 pm","BOS","GSW",122,125,0
"2017-11-16","10:30 pm","PHO","HOU",129,100,0
"2017-11-17","07:00 pm","IND","DET",106,97,0
"2017-11-17","07:00 pm","WAS","MIA",100,64,0
"2017-11-17","07:30 pm","CLE","LAC",133,110,0
"2017-11-17","07:30 pm","TOR","NYK",107,90,0
"2017-11-17","07:30 pm","BRK","UTA",110,82,0
"2017-11-17","08:00 pm","CHI","CHO",109,107,0
"2017-11-17","08:00 pm","SAS","OKC",105,104,0
"2017-11-17","08:30 pm","DAL","MIN",108,127,0
"2017-11-17","10:00 pm","SAC","POR",109,85,0
"2017-11-17","10:30 pm","DEN","NOP",93,114,0
"2017-11-17","10:30 pm","LAL","PHO",96,99,0
"2017-11-18","07:00 pm","CHO","LAC",109,132,0
"2017-11-18","07:00 pm","ORL","UTA",88,105,0
"2017-11-18","07:30 pm","ATL","BOS",111,112,0
"2017-11-18","07:30 pm","PHI","GSW",97,114,0
"2017-11-18","08:00 pm","MEM","HOU",116,102,0
"2017-11-18","09:00 pm","DAL","MIL",109,120,0
"2017-11-18","10:00 pm","POR","SAC",112,116,0
"2017-11-19","03:30 pm","MIA","IND",104,102,0
"2017-11-19","06:00 pm","BRK","GSW",112,128,0
"2017-11-19","06:00 pm","TOR","WAS",112,68,0
"2017-11-19","07:00 pm","MIN","DET",93,114,0
"2017-11-19","08:00 pm","PHO","CHI",118,96,0
"2017-11-19","09:30 pm","LAL","DEN",115,102,0
"2017-11-20","07:00 pm","DET","CLE",115,125,0
"2017-11-20","07:00 pm","ORL","IND",93,118,0
"2017-11-20","07:00 pm","CHO","MIN",98,101,0
"2017-11-20","07:00 pm","PHI","UTA",100,104,0
"2017-11-20","07:30 pm","NYK","LAC",106,109,0
"2017-11-20","08:00 pm","NOP","OKC",86,119,0
"2017-11-20","08:00 pm","MEM","POR",90,79,0
"2017-11-20","08:00 pm","MIL","WAS",123,87,0
"2017-11-20","08:30 pm","SAS","ATL",82,110,0
"2017-11-20","08:30 pm","DAL","BOS",101,125,0
"2017-11-20","10:00 pm","SAC","DEN",95,89,0
"2017-11-21","10:30 pm","LAL","CHI",78,83,0
"2017-11-22","07:00 pm","CLE","BRK",122,111,0
"2017-11-22","07:00 pm","PHI","POR",102,118,0
"2017-11-22","07:00 pm","CHO","WAS",104,133,0
"2017-11-22","07:30 pm","MIA","BOS",124,86,0
"2017-11-22","07:30 pm","ATL","LAC",111,117,0
"2017-11-22","07:30 pm","NYK","TOR",89,108,0
"2017-11-22","08:00 pm","MEM","DAL",90,103,0
"2017-11-22","08:00 pm","HOU","DEN",118,95,0
"2017-11-22","08:00 pm","OKC","GSW",100,111,0
"2017-11-22","08:00 pm","MIN","ORL",116,96,0
"2017-11-22","08:00 pm","NOP","SAS",99,103,0
"2017-11-22","09:00 pm","UTA","CHI",111,77,0
"2017-11-22","09:00 pm","PHO","MIL",117,107,0
"2017-11-22","10:30 pm","SAC","LAL",92,109,0
"2017-11-24","07:30 pm","ATL","NYK",87,104,0
"2017-11-24","07:30 pm","BOS","ORL",107,100,0
"2017-11-24","08:00 pm","CLE","CHO",107,76,0
"2017-11-24","08:00 pm","OKC","DET",105,106,0
"2017-11-24","08:00 pm","MIN","MIA",118,102,0
"2017-11-24","08:00 pm","IND","TOR",63,101,0
"2017-11-24","09:00 pm","DEN","MEM",113,111,0
"2017-11-24","09:00 pm","PHO","NOP",97,104,0
"2017-11-24","10:30 pm","GSW","CHI",110,79,0
"2017-11-24","12:00 pm","BRK","POR",124,101,0
"2017-11-25","07:00 pm","PHI","ORL",98,116,0
"2017-11-25","07:00 pm","WAS","POR",92,134,0
"2017-11-25","07:00 pm","CHO","SAS",113,104,0
"2017-11-25","07:30 pm","ATL","TOR",89,78,0
"2017-11-25","08:00 pm","IND","BOS",92,103,0
"2017-11-25","08:00 pm","HOU","NYK",130,125,1
"2017-11-25","08:30 pm","GSW","NOP",97,85,0
"2017-11-25","08:30 pm","DAL","OKC",109,92,0
"2017-11-25","09:00 pm","UTA","MIL",138,94,0
"2017-11-25","10:00 pm","SAC","LAC",121,124,0
"2017-11-26","03:30 pm","CHI","MIA",90,105,0
"2017-11-26","03:30 pm","MIN","PHO",127,138,0
"2017-11-26","06:00 pm","MEM","BRK",102,89,0
"2017-11-27","07:00 pm","PHI","CLE",122,88,0
"2017-11-27","07:00 pm","IND","ORL",101,86,0
"2017-11-27","07:30 pm","BOS","DET",120,117,0
"2017-11-27","07:30 pm","NYK","POR",89,100,0
"2017-11-27","08:00 pm","HOU","BRK",126,116,0
"2017-11-27","08:30 pm","SAS","DAL",103,97,0
"2017-11-27","10:30 pm","LAC","LAL",111,121,0
"2017-11-27","10:30 pm","GSW","SAC",93,105,0
"2017-11-28","07:00 pm","CLE","MIA",108,107,0
"2017-11-28","08:00 pm","CHI","PHO",117,95,0
"2017-11-28","08:00 pm","MIN","WAS",102,110,0
"2017-11-28","10:00 pm","UTA","DEN",94,99,0
"2017-11-28","10:00 pm","SAC","MIL",87,108,0
