"day","time","home_team","away_team","home_points","away_points","numOT"
"2018-02-04","12:00 pm","BRK","MIL",134,97,0
"2018-02-04","12:00 pm","BOS","POR",121,104,0
"2018-02-05","07:00 pm","DET","POR",102,103,0
"2018-02-05","07:00 pm","IND","WAS",123,97,0
"2018-02-05","07:30 pm","MIA","ORL",119,111,0
"2018-02-05","08:00 pm","NOP","UTA",95,82,0
"2018-02-05","09:00 pm","DEN","CHO",95,115,0
"2018-02-05","10:00 pm","SAC","CHI",101,74,0
"2018-02-05","10:30 pm","LAC","DAL",124,108,0
"2018-02-06","07:00 pm","ORL","CLE",91,124,0
"2018-02-06","07:30 pm","TOR","BOS",104,114,0
"2018-02-06","07:30 pm","BRK","HOU",112,131,0
"2018-02-06","07:30 pm","ATL","MEM",96,103,0
"2018-02-06","07:30 pm","NYK","MIL",107,90,0
"2018-02-06","08:00 pm","PHI","WAS",118,110,0
"2018-02-06","10:30 pm","GSW","OKC",133,99,0
"2018-02-06","10:30 pm","LAL","PHO",128,99,0
"2018-02-07","07:00 pm","DET","BRK",99,97,0
"2018-02-07","07:30 pm","MIA","HOU",121,100,0
"2018-02-07","08:00 pm","NOP","IND",99,92,0
"2018-02-07","08:00 pm","CLE","MIN",125,120,0
"2018-02-07","08:00 pm","MEM","UTA",85,96,0
"2018-02-07","10:30 pm","PHO","SAS",114,116,0
"2018-02-08","07:00 pm","ORL","ATL",78,84,0
"2018-02-08","07:30 pm","TOR","NYK",114,97,0
"2018-02-08","08:00 pm","WAS","BOS",119,109,0
"2018-02-08","10:00 pm","POR","CHO",134,106,0
"2018-02-08","10:30 pm","GSW","DAL",119,104,0
"2018-02-08","10:30 pm","LAL","OKC",119,90,0
"2018-02-09","07:00 pm","DET","LAC",116,91,0
"2018-02-09","07:00 pm","PHI","NOP",95,124,0
"2018-02-09","07:30 pm","ATL","CLE",110,97,0
"2018-02-09","07:30 pm","BOS","IND",95,106,0
"2018-02-09","08:00 pm","HOU","DEN",103,108,0
"2018-02-09","08:00 pm","MIA","MIL",102,103,0
"2018-02-09","08:00 pm","CHI","MIN",103,91,0
"2018-02-09","09:00 pm","UTA","CHO",102,92,0
"2018-02-09","10:30 pm","SAC","POR",106,104,0
"2018-02-10","06:00 pm","BRK","NOP",115,135,0
"2018-02-10","07:00 pm","PHI","LAC",109,110,0
"2018-02-10","07:00 pm","ORL","MIL",103,68,0
"2018-02-10","08:00 pm","CHI","WAS",103,106,0
"2018-02-10","08:30 pm","DAL","LAL",103,107,0
"2018-02-10","08:30 pm","GSW","SAS",92,121,0
"2018-02-10","09:00 pm","PHO","DEN",95,108,0
"2018-02-11","01:00 pm","CHO","TOR",114,117,0
"2018-02-11","03:30 pm","BOS","CLE",106,103,0
"2018-02-11","03:30 pm","ATL","DET",85,99,0
"2018-02-11","05:00 pm","IND","NYK",75,99,0
"2018-02-11","07:00 pm","HOU","DAL",96,67,0
"2018-02-11","07:00 pm","OKC","MEM",101,111,0
"2018-02-11","07:00 pm","MIN","SAC",104,122,0
"2018-02-11","09:00 pm","POR","UTA",90,82,0
"2018-02-12","07:00 pm","DET","NOP",102,116,0
"2018-02-12","07:00 pm","PHI","NYK",100,98,0
"2018-02-12","07:30 pm","BRK","LAC",112,144,0
"2018-02-12","08:00 pm","CHI","ORL",90,92,0
"2018-02-12","09:00 pm","UTA","SAS",82,117,0
"2018-02-12","10:30 pm","GSW","PHO",136,80,0
"2018-02-13","07:00 pm","TOR","MIA",113,90,0
"2018-02-13","08:00 pm","MIL","ATL",109,97,0
"2018-02-13","08:00 pm","OKC","CLE",129,110,0
"2018-02-13","08:00 pm","MIN","HOU",91,113,0
"2018-02-13","08:30 pm","DAL","SAC",104,91,0
"2018-02-13","10:30 pm","DEN","SAS",103,112,0
"2018-02-14","07:00 pm","DET","ATL",111,87,0
"2018-02-14","07:00 pm","ORL","CHO",103,102,0
"2018-02-14","07:00 pm","PHI","MIA",120,81,0
"2018-02-14","07:30 pm","BRK","IND",121,85,0
"2018-02-14","07:30 pm","NYK","WAS",84,121,0
"2018-02-14","08:00 pm","BOS","LAC",121,118,0
"2018-02-14","08:00 pm","NOP","LAL",104,105,0
"2018-02-14","08:00 pm","MEM","OKC",119,90,0
"2018-02-14","08:00 pm","HOU","SAC",123,86,0
"2018-02-14","08:00 pm","CHI","TOR",104,110,0
"2018-02-14","09:00 pm","UTA","PHO",102,86,0
"2018-02-14","10:30 pm","POR","GSW",107,131,0
"2018-02-15","08:00 pm","MIL","DEN",116,110,0
"2018-02-15","09:00 pm","MIN","LAL",95,110,0
"2018-02-22","07:00 pm","CHO","BRK",102,92,0
"2018-02-22","07:00 pm","ORL","NYK",114,86,0
"2018-02-22","08:00 pm","CHI","PHI",85,94,0
"2018-02-22","08:00 pm","CLE","WAS",115,105,0
"2018-02-22","10:00 pm","SAC","OKC",116,76,0
"2018-02-22","10:30 pm","GSW","LAC",104,108,0
"2018-02-23","07:00 pm","IND","ATL",100,92,0
"2018-02-23","07:00 pm","DET","BOS",122,113,0
"2018-02-23","07:00 pm","WAS","CHO",84,122,0
"2018-02-23","07:30 pm","TOR","MIL",102,116,0
"2018-02-23","08:00 pm","MEM","CLE",113,112,0
"2018-02-23","08:00 pm","NOP","MIA",109,88,0
"2018-02-23","08:00 pm","HOU","MIN",117,123,0
"2018-02-23","09:00 pm","PHO","LAC",110,121,0
"2018-02-23","09:00 pm","UTA","POR",111,104,0
"2018-02-23","09:00 pm","DEN","SAS",126,132,0
"2018-02-23","10:30 pm","LAL","DAL",100,109,0
"2018-02-24","05:00 pm","PHI","ORL",132,121,0
"2018-02-24","07:30 pm","NYK","BOS",111,101,0
"2018-02-24","07:30 pm","MIA","MEM",97,99,0
"2018-02-24","08:30 pm","GSW","OKC",96,89,0
"2018-02-24","09:00 pm","MIN","CHI",86,85,0
"2018-02-24","09:00 pm","UTA","DAL",91,79,0
"2018-02-24","09:00 pm","PHO","POR",122,113,0
"2018-02-24","10:00 pm","SAC","LAL",119,91,0
"2018-02-25","01:00 pm","CHO","DET",117,97,0
"2018-02-25","03:00 pm","MIL","NOP",103,118,0
"2018-02-25","03:30 pm","CLE","SAS",107,118,0
"2018-02-25","08:00 pm","DEN","HOU",93,119,0
"2018-02-25","08:00 pm","WAS","PHI",85,89,0
"2018-02-26","07:30 pm","BRK","CHI",116,103,0
"2018-02-26","07:30 pm","TOR","DET",127,98,0
"2018-02-26","07:30 pm","NYK","GSW",106,86,0
"2018-02-26","07:30 pm","ATL","LAL",116,84,0
"2018-02-26","07:30 pm","BOS","MEM",112,121,0
"2018-02-26","08:00 pm","OKC","ORL",121,119,0
"2018-02-26","08:00 pm","NOP","PHO",118,109,0
"2018-02-26","08:30 pm","DAL","IND",108,100,0
"2018-02-26","09:00 pm","UTA","HOU",91,107,0
"2018-02-26","10:00 pm","SAC","MIN",117,90,0
"2018-02-27","07:00 pm","CLE","BRK",114,93,0
"2018-02-27","07:00 pm","CHO","CHI",118,117,0
"2018-02-27","07:30 pm","MIA","PHI",95,117,0
"2018-02-27","08:00 pm","MIL","WAS",104,119,0
"2018-02-27","10:00 pm","POR","SAC",110,78,0
"2018-02-27","10:30 pm","DEN","LAC",123,119,0
"2018-02-28","07:00 pm","DET","MIL",92,99,0
"2018-02-28","07:00 pm","ORL","TOR",109,108,0
"2018-02-28","07:30 pm","BOS","CHO",100,121,0
"2018-02-28","07:30 pm","ATL","IND",97,95,0
"2018-02-28","08:00 pm","WAS","GSW",118,100,0
"2018-02-28","08:00 pm","MEM","PHO",115,120,0
"2018-02-28","08:30 pm","SAS","NOP",114,108,1
"2018-02-28","08:30 pm","DAL","OKC",123,95,0
"2018-02-28","10:30 pm","LAC","HOU",108,107,0
"2018-03-01","07:30 pm","MIA","LAL",103,104,0
"2018-03-01","08:00 pm","CLE","PHI",115,118,1
"2018-03-01","10:00 pm","SAC","BRK",90,97,0
"2018-03-01","10:30 pm","POR","MIN",107,118,0
"2018-03-02","07:00 pm","PHI","CHO",99,90,0
"2018-03-02","07:00 pm","ORL","DET",118,104,0
"2018-03-02","07:30 pm","ATL","GSW",81,120,0
"2018-03-02","08:00 pm","CHI","DAL",78,109,0
"2018-03-02","08:00 pm","MEM","DEN",101,116,0
"2018-03-02","08:00 pm","MIL","IND",109,90,0
"2018-03-02","08:00 pm","WAS","TOR",107,85,0
"2018-03-02","09:00 pm","PHO","OKC",115,100,0
"2018-03-02","10:30 pm","UTA","MIN",107,82,0
"2018-03-02","10:30 pm","LAC","NYK",126,97,0
"2018-03-03","07:00 pm","ORL","MEM",85,110,0
"2018-03-03","07:30 pm","CLE","DEN",110,121,0
"2018-03-03","07:30 pm","MIA","DET",108,94,0
"2018-03-03","08:30 pm","HOU","BOS",116,99,0
"2018-03-03","09:00 pm","SAS","LAL",115,85,0
"2018-03-03","10:00 pm","POR","OKC",126,102,0
"2018-03-03","10:00 pm","SAC","UTA",86,88,0
"2018-03-04","03:30 pm","ATL","PHO",99,117,0
"2018-03-04","06:00 pm","TOR","CHO",129,131,2
"2018-03-04","06:00 pm","WAS","IND",99,94,0
"2018-03-04","07:00 pm","DAL","NOP",102,111,0
"2018-03-04","08:00 pm","MIL","PHI",117,101,0
"2018-03-04","09:00 pm","LAC","BRK",147,109,0
"2018-03-04","09:00 pm","SAC","NYK",111,85,0
"2018-03-05","07:00 pm","CLE","DET",122,115,0
"2018-03-05","07:00 pm","IND","MIL",106,103,0
"2018-03-05","07:30 pm","MIA","PHO",100,122,0
"2018-03-05","08:00 pm","CHI","BOS",81,95,0
"2018-03-05","08:30 pm","SAS","MEM",119,99,0
"2018-03-05","09:00 pm","UTA","ORL",101,97,0
"2018-03-05","10:30 pm","LAL","POR",104,92,0
"2018-03-06","07:00 pm","TOR","ATL",103,90,0
"2018-03-06","07:00 pm","WAS","MIA",103,86,0
"2018-03-06","07:00 pm","CHO","PHI",105,89,0
"2018-03-06","08:00 pm","OKC","HOU",107,126,0
"2018-03-06","08:30 pm","DAL","DEN",107,94,0
"2018-03-06","10:00 pm","POR","NYK",100,107,1
"2018-03-06","10:30 pm","GSW","BRK",113,110,0
"2018-03-06","10:30 pm","LAC","NOP",134,92,0
"2018-03-07","07:00 pm","IND","UTA",80,106,0
"2018-03-07","08:00 pm","MIL","HOU",115,109,0
"2018-03-07","08:00 pm","CHI","MEM",72,98,0
"2018-03-07","08:00 pm","DET","TOR",84,119,0
"2018-03-07","10:00 pm","SAC","NOP",106,111,0
"2018-03-07","10:30 pm","DEN","CLE",114,117,0
"2018-03-07","10:30 pm","LAL","ORL",101,75,0
"2018-03-08","07:00 pm","CHO","BRK",100,103,0
"2018-03-08","07:30 pm","MIA","PHI",96,103,0
"2018-03-08","08:00 pm","MIN","BOS",135,124,0
"2018-03-08","08:00 pm","OKC","PHO",121,113,0
"2018-03-08","10:30 pm","GSW","SAS",109,108,0
"2018-03-09","07:00 pm","IND","ATL",84,81,0
"2018-03-09","07:00 pm","DET","CHI",101,91,0
"2018-03-09","07:30 pm","TOR","HOU",113,127,0
"2018-03-09","08:00 pm","MIL","NYK",81,112,0
"2018-03-09","08:00 pm","MEM","UTA",107,99,0
"2018-03-09","08:00 pm","NOP","WAS",103,113,0
"2018-03-09","09:00 pm","DEN","LAL",111,98,0
"2018-03-09","10:00 pm","POR","GSW",106,93,0
"2018-03-09","10:00 pm","SAC","ORL",113,95,0
"2018-03-09","10:30 pm","LAC","CLE",121,113,0
"2018-03-10","05:00 pm","CHO","PHO",137,117,0
"2018-03-10","07:30 pm","MIA","WAS",95,116,0
"2018-03-10","08:30 pm","DAL","MEM",78,106,0
"2018-03-10","08:30 pm","OKC","SAS",110,115,0
"2018-03-10","10:30 pm","LAC","ORL",134,85,0
"2018-03-11","01:00 pm","NYK","TOR",106,90,0
"2018-03-11","03:30 pm","ATL","CHI",92,96,0
"2018-03-11","03:30 pm","MIN","GSW",112,136,0
"2018-03-11","04:00 pm","NOP","UTA",121,87,0
"2018-03-11","05:00 pm","DEN","SAC",112,95,0
"2018-03-11","07:00 pm","DAL","HOU",95,104,0
"2018-03-11","07:30 pm","BOS","IND",96,108,0
"2018-03-11","07:30 pm","BRK","PHI",89,135,0
"2018-03-11","09:00 pm","LAL","CLE",98,110,0
"2018-03-12","08:00 pm","MEM","MIL",101,114,0
"2018-03-12","08:00 pm","OKC","SAC",122,84,0
"2018-03-12","08:00 pm","HOU","SAS",113,109,0
"2018-03-12","10:30 pm","POR","MIA",95,88,0
"2018-03-13","07:00 pm","PHI","IND",115,85,0
"2018-03-13","07:00 pm","WAS","MIN",111,118,0
"2018-03-13","07:30 pm","NYK","DAL",84,92,0
"2018-03-13","07:30 pm","ATL","OKC",120,94,0
"2018-03-13","07:30 pm","BRK","TOR",118,104,0
"2018-03-13","08:00 pm","NOP","CHO",109,108,0
"2018-03-13","08:00 pm","CHI","LAC",115,124,0
"2018-03-13","08:30 pm","SAS","ORL",127,108,0
"2018-03-13","09:00 pm","UTA","DET",76,84,0
"2018-03-13","10:00 pm","PHO","CLE",106,111,0
"2018-03-13","10:30 pm","LAL","DEN",88,102,0
"2018-03-14","07:00 pm","ORL","MIL",106,114,0
"2018-03-14","08:00 pm","BOS","WAS",133,126,0
"2018-03-14","10:00 pm","SAC","MIA",103,98,0
"2018-03-14","10:30 pm","GSW","LAL",102,84,0
"2018-03-15","07:00 pm","IND","TOR",82,118,0
"2018-03-15","07:30 pm","ATL","CHO",99,108,0
"2018-03-15","07:30 pm","NYK","PHI",99,97,0
"2018-03-15","08:00 pm","MEM","CHI",104,98,0
"2018-03-15","08:00 pm","HOU","LAC",103,125,0
"2018-03-15","08:30 pm","SAS","NOP",96,92,1
"2018-03-15","09:00 pm","DEN","DET",140,100,0
"2018-03-15","09:00 pm","UTA","PHO",108,85,0
"2018-03-15","10:00 pm","POR","CLE",122,109,0
"2018-03-16","07:00 pm","ORL","BOS",110,106,0
"2018-03-16","07:00 pm","PHI","BRK",117,116,0
"2018-03-16","07:30 pm","TOR","DAL",95,84,0
"2018-03-16","08:00 pm","OKC","LAC",99,121,0
"2018-03-16","10:30 pm","LAL","MIA",125,103,0
"2018-03-16","10:30 pm","GSW","SAC",106,95,0
"2018-03-17","07:00 pm","NOP","HOU",93,95,0
"2018-03-17","07:00 pm","WAS","IND",106,96,0
"2018-03-17","07:30 pm","NYK","CHO",97,102,0
"2018-03-17","07:30 pm","BRK","DAL",99,108,0
"2018-03-17","08:00 pm","CHI","CLE",115,91,0
"2018-03-17","08:00 pm","MEM","DEN",113,101,0
"2018-03-17","08:30 pm","MIL","ATL",95,89,0
"2018-03-17","08:30 pm","SAS","MIN",98,123,0
"2018-03-17","09:00 pm","UTA","SAC",103,83,0
"2018-03-17","10:00 pm","POR","DET",114,115,0
"2018-03-17","10:00 pm","PHO","GSW",107,124,0
"2018-03-18","01:00 pm","TOR","OKC",105,68,0
"2018-03-18","06:00 pm","NOP","BOS",108,103,0
"2018-03-18","07:00 pm","MIN","HOU",111,127,0
"2018-03-18","10:30 pm","LAC","POR",117,101,0
"2018-03-19","07:00 pm","PHI","CHO",125,102,0
"2018-03-19","07:00 pm","IND","LAL",105,106,0
"2018-03-19","07:00 pm","CLE","MIL",102,92,0
"2018-03-19","07:30 pm","NYK","CHI",113,77,0
"2018-03-19","07:30 pm","MIA","DEN",105,127,0
"2018-03-19","07:30 pm","BRK","MEM",125,100,0
"2018-03-19","09:30 pm","SAS","GSW",103,119,0
"2018-03-19","10:00 pm","SAC","DET",104,87,0
"2018-03-20","07:00 pm","ORL","TOR",96,108,0
"2018-03-20","08:00 pm","NOP","DAL",105,99,0
"2018-03-20","08:00 pm","MIN","LAC",109,114,0
"2018-03-20","08:00 pm","BOS","OKC",125,101,0
"2018-03-20","09:00 pm","UTA","ATL",110,97,0
"2018-03-20","10:00 pm","PHO","DET",126,123,0
"2018-03-20","10:30 pm","POR","HOU",88,113,0
"2018-03-21","07:00 pm","PHI","MEM",93,106,0
"2018-03-21","07:00 pm","CLE","TOR",97,113,0
"2018-03-21","07:30 pm","BRK","CHO",111,108,0
"2018-03-21","07:30 pm","MIA","NYK",120,96,0
"2018-03-21","08:00 pm","CHI","DEN",96,100,0
"2018-03-21","08:00 pm","MIL","LAC",97,92,0
"2018-03-21","09:30 pm","SAS","WAS",93,113,0
"2018-03-22","07:00 pm","CHO","MEM",97,102,0
"2018-03-22","07:00 pm","ORL","PHI",107,85,0
"2018-03-22","08:00 pm","HOU","DET",96,112,0
"2018-03-22","08:00 pm","NOP","LAL",116,101,0
"2018-03-22","08:30 pm","DAL","UTA",78,88,0
"2018-03-22","10:00 pm","SAC","ATL",90,84,0
"2018-03-23","07:00 pm","WAS","DEN",107,130,0
"2018-03-23","07:00 pm","IND","LAC",91,122,0
"2018-03-23","07:30 pm","TOR","BRK",114,110,0
"2018-03-23","07:30 pm","NYK","MIN",97,98,0
"2018-03-23","07:30 pm","CLE","PHO",111,116,0
"2018-03-23","08:00 pm","OKC","MIA",102,91,0
"2018-03-23","08:00 pm","CHI","MIL",94,101,0
"2018-03-23","08:30 pm","SAS","UTA",74,72,0
"2018-03-23","10:00 pm","POR","BOS",104,106,0
"2018-03-23","10:30 pm","GSW","ATL",85,92,0
"2018-03-24","06:00 pm","PHI","MIN",116,124,0
"2018-03-24","07:00 pm","DET","CHI",111,109,0
"2018-03-24","07:00 pm","ORL","PHO",111,114,0
"2018-03-24","08:00 pm","MEM","LAL",103,112,0
"2018-03-24","08:00 pm","HOU","NOP",118,91,0
"2018-03-24","08:30 pm","DAL","CHO",113,122,0
"2018-03-25","01:00 pm","BRK","CLE",107,104,0
"2018-03-25","03:30 pm","MIL","SAS",85,112,0
"2018-03-25","05:00 pm","IND","MIA",118,88,0
"2018-03-25","06:00 pm","SAC","BOS",98,105,0
"2018-03-25","06:00 pm","TOR","LAC",79,88,0
"2018-03-25","06:00 pm","WAS","NYK",89,113,0
"2018-03-25","07:00 pm","OKC","POR",118,121,0
"2018-03-25","08:00 pm","HOU","ATL",119,74,0
"2018-03-25","08:30 pm","GSW","UTA",113,107,0
"2018-03-26","07:00 pm","PHI","DEN",118,107,0
"2018-03-26","07:00 pm","DET","LAL",88,90,0
"2018-03-26","07:00 pm","CHO","NYK",99,104,0
"2018-03-26","08:00 pm","MIN","MEM",106,109,0
"2018-03-26","10:00 pm","PHO","BOS",144,112,0
"2018-03-27","07:00 pm","WAS","SAS",120,93,0
"2018-03-27","07:30 pm","TOR","DEN",105,111,0
"2018-03-27","08:00 pm","HOU","CHI",117,96,0
"2018-03-27","08:00 pm","MIA","CLE",91,109,0
"2018-03-27","08:00 pm","NOP","POR",93,114,0
"2018-03-27","10:00 pm","SAC","DAL",76,100,0
"2018-03-27","10:30 pm","GSW","IND",102,79,0
"2018-03-27","10:30 pm","LAC","MIL",118,94,0
"2018-03-28","07:00 pm","ORL","BRK",107,89,0
"2018-03-28","07:00 pm","CHO","CLE",108,119,0
"2018-03-28","07:00 pm","PHI","NYK",109,100,0
"2018-03-28","08:00 pm","MIN","ATL",90,99,0
"2018-03-28","08:00 pm","MEM","POR",116,102,0
"2018-03-28","09:30 pm","UTA","BOS",112,110,0
"2018-03-28","10:00 pm","PHO","LAC",107,139,0
"2018-03-28","10:30 pm","LAL","DAL",113,108,0
"2018-03-29","07:00 pm","DET","WAS",89,93,0
"2018-03-29","07:30 pm","MIA","CHI",104,120,0
"2018-03-29","08:00 pm","SAS","OKC",118,92,0
"2018-03-29","10:00 pm","SAC","IND",130,100,0
"2018-03-29","10:30 pm","GSW","MIL",99,113,0
"2018-03-30","07:00 pm","ORL","CHI",105,103,0
"2018-03-30","07:30 pm","ATL","PHI",96,94,0
"2018-03-30","08:00 pm","OKC","DEN",88,113,0
"2018-03-30","08:00 pm","CLE","NOP",93,96,0
"2018-03-30","08:00 pm","HOU","PHO",132,109,0
"2018-03-30","08:30 pm","DAL","MIN",99,120,0
"2018-03-30","09:00 pm","UTA","MEM",64,107,0
"2018-03-30","10:30 pm","POR","LAC",92,125,0
"2018-03-30","10:30 pm","LAL","MIL",112,90,0
"2018-03-31","03:00 pm","WAS","CHO",71,106,0
"2018-03-31","05:00 pm","NYK","DET",81,83,0
"2018-03-31","07:30 pm","BOS","TOR",99,93,0
"2018-03-31","08:00 pm","MIA","BRK",133,100,0
"2018-03-31","10:00 pm","SAC","GSW",103,120,0
"2018-04-01","01:00 pm","CHO","PHI",107,102,0
"2018-04-01","03:30 pm","SAS","HOU",117,103,0
"2018-04-01","03:30 pm","LAC","IND",103,114,0
"2018-04-01","03:30 pm","CHI","WAS",85,110,0
"2018-04-01","06:00 pm","CLE","DAL",102,116,0
"2018-04-01","06:00 pm","BRK","DET",87,119,0
"2018-04-01","06:00 pm","NOP","OKC",105,109,0
"2018-04-01","06:00 pm","ATL","ORL",93,67,0
"2018-04-01","07:00 pm","MIN","UTA",113,100,0
"2018-04-01","08:00 pm","DEN","MIL",116,114,0
"2018-04-01","08:30 pm","GSW","PHO",114,104,0
"2018-04-01","09:00 pm","POR","MEM",112,114,0
"2018-04-01","09:30 pm","LAL","SAC",126,89,0
"2018-04-03","07:00 pm","PHI","BRK",121,109,0
"2018-04-03","07:00 pm","CLE","TOR",116,98,0
"2018-04-03","07:30 pm","MIA","ATL",105,83,0
"2018-04-03","07:30 pm","NYK","ORL",106,91,0
"2018-04-03","08:00 pm","MIL","BOS",103,124,0
"2018-04-03","08:00 pm","CHI","CHO",113,97,0
"2018-04-03","08:00 pm","OKC","GSW",102,109,0
"2018-04-03","08:00 pm","HOU","WAS",111,102,0
"2018-04-03","08:30 pm","DAL","POR",91,110,0
"2018-04-03","09:00 pm","DEN","IND",99,111,0
"2018-04-03","09:00 pm","UTA","LAL",113,69,0
"2018-04-03","10:00 pm","PHO","SAC",118,109,0
"2018-04-03","10:30 pm","LAC","SAS",119,103,0
"2018-04-04","07:00 pm","TOR","BOS",133,108,0
"2018-04-04","07:00 pm","ORL","DAL",108,99,0
"2018-04-04","07:00 pm","DET","PHI",104,121,0
"2018-04-04","07:30 pm","ATL","MIA",86,112,0
"2018-04-04","09:30 pm","NOP","MEM",108,85,0
"2018-04-04","10:30 pm","LAL","SAS",104,99,0
"2018-04-05","07:00 pm","IND","GSW",80,102,0
"2018-04-05","08:00 pm","MIL","BRK",124,93,0
"2018-04-05","08:00 pm","HOU","POR",125,90,0
"2018-04-05","08:00 pm","CLE","WAS",100,80,0
"2018-04-05","09:00 pm","UTA","LAC",68,101,0
"2018-04-05","10:30 pm","DEN","MIN",116,106,0
"2018-04-06","07:00 pm","WAS","ATL",119,117,1
"2018-04-06","07:00 pm","ORL","CHO",106,85,0
"2018-04-06","07:00 pm","PHI","CLE",100,101,0
"2018-04-06","07:00 pm","DET","DAL",122,103,0
"2018-04-06","07:30 pm","BOS","CHI",94,95,0
"2018-04-06","07:30 pm","TOR","IND",103,95,0
"2018-04-06","07:30 pm","NYK","MIA",120,76,0
"2018-04-06","08:00 pm","MEM","SAC",96,110,0
"2018-04-06","10:00 pm","PHO","NOP",119,116,0
"2018-04-06","10:30 pm","LAL","MIN",117,121,0
"2018-04-07","03:30 pm","LAC","DEN",121,104,0
"2018-04-07","07:30 pm","NYK","MIL",85,104,0
"2018-04-07","08:00 pm","CHI","BRK",118,92,0
"2018-04-07","08:30 pm","GSW","NOP",125,78,0
"2018-04-07","08:30 pm","HOU","OKC",110,115,0
"2018-04-07","09:00 pm","SAS","POR",94,108,0
"2018-04-08","01:00 pm","PHI","DAL",102,118,0
"2018-04-08","01:00 pm","CHO","IND",117,110,0
"2018-04-08","03:30 pm","MEM","DET",109,111,0
"2018-04-08","06:00 pm","TOR","ORL",96,105,0
"2018-04-08","06:00 pm","LAL","UTA",91,108,0
"2018-04-08","07:30 pm","BOS","ATL",97,112,0
"2018-04-08","09:00 pm","PHO","GSW",99,121,0
"2018-04-09","07:00 pm","DET","TOR",98,136,0
"2018-04-09","07:30 pm","BRK","CHI",106,97,0
"2018-04-09","07:30 pm","NYK","CLE",96,94,0
"2018-04-09","07:30 pm","MIA","OKC",114,115,0
"2018-04-09","08:00 pm","MIN","MEM",130,95,0
"2018-04-09","08:00 pm","MIL","ORL",115,94,0
"2018-04-09","08:30 pm","SAS","SAC",91,102,0
"2018-04-09","09:00 pm","DEN","POR",98,102,0
"2018-04-09","10:30 pm","LAC","NOP",127,125,0
"2018-04-10","07:00 pm","IND","CHO",108,99,0
"2018-04-10","07:30 pm","ATL","PHI",114,92,0
"2018-04-10","08:00 pm","WAS","BOS",119,103,0
"2018-04-10","08:30 pm","DAL","PHO",110,111,0
"2018-04-10","09:00 pm","UTA","GSW",61,122,0
"2018-04-10","10:30 pm","LAL","HOU",93,85,0
"2018-04-11","08:00 pm","BOS","BRK",116,97,0
"2018-04-11","08:00 pm","MIN","DEN",134,102,0
"2018-04-11","08:00 pm","CHI","DET",106,107,0
"2018-04-11","08:00 pm","OKC","MEM",109,138,0
"2018-04-11","08:00 pm","PHI","MIL",117,96,0
"2018-04-11","08:00 pm","CLE","NYK",88,90,0
"2018-04-11","08:00 pm","NOP","SAS",90,102,0
"2018-04-11","08:00 pm","MIA","TOR",98,122,0
"2018-04-11","08:00 pm","ORL","WAS",107,113,0
"2018-04-11","10:30 pm","SAC","HOU",102,113,0
"2018-04-11","10:30 pm","LAC","LAL",132,93,0
"2018-04-11","10:30 pm","POR","UTA",74,77,0
