"Player","Pos","Season","Age","Tm","Exp","FGPer","FG3Per","FG2Per","effFGPer","FTPer","effMin","effFG","effFGA","eff3PM","eff3PA","eff2PM","eff2PA","effFTM","effFTA","effORB","effDRB","effTRB","effAST","effSTL","effBLK","effTOV","effPF","effPTS","Pick"
"Average Player","X","2017-2018",27,"X","4",0.458176609667944,0.294467434088267,0.498623923312775,0.511528760143947,0.732394465426981,0.00495994659234613,0.152183304405869,0.332983554000937,0.036964144669032,0.105535343094814,0.114289536242642,0.227496281283814,0.0708296669326157,0.0955108678844614,0.0461805301365764,0.139327810663299,0.184770291782923,0.0838166852594568,0.0320000771613527,0.0218648288957102,0.0557588283459778,0.0899911238728863,0.413611707696989,6.75604838709677
