"Player","Offense","Defense","plusMinus"
"Damyean Dotson",112.556784361655,100.052690788051,12.504093573604
"Daniel Hamilton",100.582835822868,93.8482218059177,6.7346140169503
"Daniel Theis",112.503984394135,107.040335044225,5.46364934991
"Danilo Gallinari",115.117546151612,99.9479137675065,15.1696323841055
"Danny Green",92.1302397853604,87.2788848662645,4.8513549190959
"Dante Cunningham",93.6642187913366,89.520062431873,4.14415635946359
"Dante Exum",96.4849023261195,103.694230750105,-7.20932842398551
"Dario Saric",117.119255906103,125.756037297015,-8.63678139091199
"Darius Miller",86.7128853754996,85.465889500281,1.2469958752186
"Darrell Arthur",105.457276928321,90.2763784458366,15.1808984824844
"Darren Collison",97.8387790305441,100.504287396077,-2.6655083655329
"Darrun Hilliard",85.729339410972,108.298765182942,-22.56942577197
"David Nwaba",92.7225922866163,82.1869626733971,10.5356296132192
"David West",89.9077340074728,81.2757049536337,8.63202905383909
"Davis Bertans",107.178692756337,101.877332343338,5.301360412999
"Davon Reed",99.5302189844436,94.791429088824,4.73878989561959
"De'Aaron Fox",122.313123317723,121.638631649558,0.674491668165004
"DeAndre Jordan",105.381884400266,84.8062370182134,20.5756473820526
"DeAndre Liggins",83.8143796946992,81.2531599189074,2.5612197757918
"DeAndre' Bembry",88.2323762385529,91.5433950953027,-3.3110188567498
"Dejounte Murray",101.050229216659,114.754786874964,-13.704557658305
"Delon Wright",93.3794388475255,82.8910155513114,10.4884232962141
"DeMar DeRozan",119.642730660968,122.021814317576,-2.379083656608
"DeMarcus Cousins",130.887397823769,119.440805906833,11.446591916936
"DeMarre Carroll",97.6900682638907,95.6546664936709,2.03540177021979
"Demetrius Jackson",122.869974350404,98.1903271543579,24.6796471960461
"Dennis Schroder",116.060911180099,142.635085150005,-26.574173969906
"Dennis Smith Jr.",115.762320956061,117.029484286069,-1.267163330008
"Denzel Valentine",90.9999039822751,98.5992646947142,-7.59936071243909
"Derrick Favors",103.965700438977,96.6830328000417,7.28266763893529
"Derrick Jones",93.3244812586975,90.2591228904382,3.0653583682593
"Derrick Rose",113.073013372061,109.016975086348,4.056038285713
"Derrick Walton",103.529917742195,94.9070510892514,8.6228666529436
"Derrick White",107.540022708426,99.0390729938173,8.50094971460869
"Devin Booker",118.620521372448,142.307754425798,-23.68723305335
"Devin Harris",106.53968000121,93.9058663051444,12.6338136960656
"Devin Robinson",104.337983550974,98.5619350136107,5.77604853736331
"Dewayne Dedmon",96.2541426023803,81.5081790048583,14.745963597522
"Deyonta Davis",92.7335473470751,81.8188255338149,10.9147218132602
"Dillon Brooks",116.080256410638,122.174859703407,-6.09460329276899
"Dion Waiters",109.530023501276,108.581899906719,0.948123594557003
"Dirk Nowitzki",104.681743684006,92.6117157487202,12.0700279352858
"Domantas Sabonis",93.9600375583107,91.3979459369676,2.5620916213431
"Donovan Mitchell",113.608074536385,113.392916355592,0.215158180792997
"Dorian Finney-Smith",85.3959347604891,88.6691926430277,-3.2732578825386
"Doug McDermott",98.1507059781439,96.7282347378909,1.422471240253
"Dragan Bender",92.1549249261053,99.2499211949025,-7.0949962687972
"Draymond Green",101.631369704273,86.4289536092896,15.2024160949834
"Dwayne Bacon",117.105206231178,136.791815593709,-19.686609362531
"Dwight Buycks",85.275860866581,84.4435034735788,0.832357393002198
"Dwight Howard",116.019907863496,89.3345365585509,26.6853713049451
"Dwight Powell",98.4200094336837,89.7139907321287,8.706018701555
"Dwyane Wade",105.44589641118,121.666350524391,-16.220454113211
"E'Twaun Moore",88.5554195890468,93.2387699550198,-4.683350365973
"Ed Davis",91.7246917735616,81.8453170415001,9.87937473206151
"Edmond Sumner",104.279022026728,112.082229811435,-7.803207784707
"Ekpe Udoh",84.103783883182,81.1372971083182,2.96648677486381
"Elfrid Payton",117.065099985397,105.270035108242,11.795064877155
"Emmanuel Mudiay",101.345970453225,113.370072489168,-12.024102035943
"Enes Kanter",130.862884041718,117.178567654956,13.684316386762
"Eric Bledsoe",123.916280844554,118.332128508346,5.58415233620799
"Eric Gordon",115.664150863335,103.178170758495,12.48598010484
"Eric Griffin",110.666460731184,94.2329201021011,16.4335406290829
"Eric Moreland",119.856446000466,132.618102489258,-12.761656488792
"Ersan Ilyasova",117.759030726303,101.245311725623,16.51371900068
"Evan Fournier",107.232672561114,115.166759647562,-7.934087086448
"Evan Turner",93.1906523089159,97.9604064948603,-4.76975418594439
"Frank Jackson",104.504899805798,107.451755379023,-2.94685557322499
"Frank Kaminsky",107.391581233312,105.879971246826,1.51160998648599
"Frank Mason III",104.751400926967,107.358377464128,-2.606976537161
"Frank Ntilikina",88.0298343586872,88.626252839598,-0.596418480910799
"Fred VanVleet",94.9076557503902,91.8377317217759,3.06992402861431
"Furkan Korkmaz",97.3528084378895,92.4952307730481,4.85757766484139
"Garrett Temple",86.5438836250191,88.0645632988466,-1.52067967382749
"Gary Harris",108.201031154205,110.164756715675,-1.96372556147
"Gary Payton 2",84.2208943319768,81.7545576375249,2.4663366944519
"George Hill",117.67445343805,99.1582044604196,18.5162489776304
"Georgios Papagiannis",99.8544724720565,105.205482251831,-5.3510097797745
"Gian Clavell",113.369868193729,112.638251812404,0.731616381325011
"Giannis Antetokounmpo",130.73721142998,124.174764951125,6.56244647885499
"Glenn Robinson 2",94.0183950876155,90.86919620653,3.1491988810855
"Goran Dragic",111.362492700273,113.493988371093,-2.13149567082
"Gordon Hayward",118.549654546626,107.811050582122,10.738603964504
"Gorgui Dieng",93.8772965901429,81.4288617367291,12.4484348534138
"Greg Monroe",125.968241765753,110.061739989208,15.906501776545
"Guerschon Yabusele",108.354240656637,104.45498423778,3.89925641885701
"Harrison Barnes",104.229622150932,110.665420897015,-6.43579874608299
"Harry Giles",111.69027908553,105.184819584285,6.505459501245
"Hassan Whiteside",122.371118179035,106.86873913094,15.502379048095
"Henry Ellenson",99.6159590036633,119.101280077805,-19.4853210741417
"Ian Clark",100.683952890866,104.212724566031,-3.528771675165
"Ian Mahinmi",95.7110440635483,81.1387652548656,14.5722788086827
"Ike Anigbogu",107.920355579355,106.434725835985,1.48562974337
"Iman Shumpert",88.2434665697077,90.0280838600245,-1.78461729031679
"Isaiah Hicks",124.100835902659,114.392510737115,9.708325165544
"Isaiah Taylor",87.4047446335327,88.4633616005352,-1.05861696700249
"Isaiah Thomas",118.155232186977,114.505994708408,3.64923747856901
"Isaiah Whitehead",91.0787343625679,107.193383313098,-16.1146489505301
"Ish Smith",97.6631948147831,93.325741119677,4.33745369510609
"Ivan Rabb",114.951785454667,104.719455325459,10.232330129208
"Ivica Zubac",117.027742098954,113.033115279442,3.99462681951199
"J.J. Barea",101.434553351225,98.5284595500511,2.90609380117391
"J.J. Redick",107.150081984852,95.116639471118,12.033442513734
"J.R. Smith",89.7003572462621,92.2535155091157,-2.5531582628536
"Jabari Bird",100.36783687569,98.9887286957069,1.37910817998311
"Jabari Parker",117.779656786883,126.858096758694,-9.07843997181101
"Jack Cooley",91.9878020226178,81.5427899124927,10.4450121101251
"Jacob Pullen",110.54206528081,93.3305597345696,17.2115055462404
"Jacob Wiley",121.085430541792,119.920953870337,1.16447667145499
"Jae Crowder",120.610750012079,104.314769876347,16.295980135732
"Jahlil Okafor",113.315797636414,119.620678160097,-6.304880523683
"JaKarr Sampson",88.7481292887403,103.777107185873,-15.0289778971327
"Jake Layman",91.6093017892562,111.783918529199,-20.1746167399428
"Jakob Poeltl",95.8537945852173,97.2979259428432,-1.44413135762589
"Jamal Crawford",91.0869767771107,91.8494102979226,-0.762433520811896
"Jamal Murray",104.190280206333,119.97431647463,-15.784036268297
"Jamel Artis",109.098132709565,97.0738155404866,12.0243171690784
"James Ennis",93.6762494638145,89.2760624884434,4.4001869753711
"James Harden",128.99355173604,116.329031774525,12.664519961515
"James Johnson",110.458889966428,111.33867971273,-0.879789746301995
"James Michael McAdoo",91.9850296493614,93.5240480645009,-1.53901841513951
"Jamil Wilson",110.666460731184,94.2329201021011,16.4335406290829
"JaMychal Green",101.388065477964,92.8151895881472,8.5728758898168
"Jared Dudley",98.375409142543,91.9260940273198,6.4493151152232
"Jarell Martin",91.6435202533996,86.9491501482036,4.694370105196
"Jarrett Allen",101.627228785336,113.406870672156,-11.77964188682
"Jarrett Jack",82.4332333810063,81.1455894570089,1.28764392399741
"Jason Smith",105.630703100713,100.047123084657,5.583580016056
"Jason Terry",85.6617983300391,84.5001168092342,1.1616815208049
"JaVale McGee",130.392112456438,113.969336243017,16.422776213421
"Jawun Evans",121.49344581334,119.268739388038,2.224706425302
"Jaylen Brown",101.068739836464,110.994950667484,-9.92621083102
"Jayson Tatum",114.831165066897,105.058223090647,9.77294197625
"Jeff Green",91.9399802774678,99.7238837584102,-7.7839034809424
"Jeff Teague",108.660185645283,108.921089960999,-0.260904315716004
"Jeff Withey",101.215823626159,86.7925271884652,14.4232964376938
"Jerami Grant",90.3113032247437,87.149275172774,3.1620280519697
"Jeremy Evans",91.164033778387,85.8472243887793,5.3168093896077
"Jeremy Lamb",109.86675777161,101.689950341021,8.17680743058899
"Jeremy Lin",122.761532306955,117.154639538733,5.60689276822201
"Jerian Grant",107.123312924882,94.408438531095,12.714874393787
"Jerryd Bayless",106.201521980523,99.8519561667992,6.3495658137238
"Jimmy Butler",114.8138793142,106.15744531129,8.65643400290999
"Joakim Noah",91.6577001224779,81.599011096424,10.0586890260539
"Jodie Meeks",115.474814908228,103.898409142044,11.576405766184
"Joe Harris",92.2312456132694,109.55813818108,-17.3268925678106
"Joe Ingles",97.7865358010553,87.3767292160969,10.4098065849584
"Joe Johnson",91.4213918188098,95.0002270533704,-3.5788352345606
"Joe Young",99.8573210121315,102.01555157203,-2.15823055989851
"Joel Embiid",123.917684708344,105.588847621446,18.328837086898
"Joffrey Lauvergne",94.0711976325745,98.9624895082897,-4.89129187571521
"John Collins",130.828933429356,120.03244367704,10.796489752316
"John Henson",94.7013409514239,83.1699309799866,11.5314099714373
"John Holland",110.344298586936,92.4696731581868,17.8746254287492
"John Wall",121.754820227949,118.830254304504,2.924565923445
"Johnathan Motley",120.395883405523,118.005980031875,2.389903373648
"Johnny O'Bryant",124.225979395837,102.935771170095,21.290208225742
"Jon Leuer",98.3731108537654,94.2368238649807,4.13628698878469
"Jonas Jerebko",90.6581032728485,89.9242331331674,0.733870139681102
"Jonas Valanciunas",116.846032093864,104.478429201853,12.367602892011
"Jonathan Isaac",112.845777370197,86.8401056224132,26.0056717477838
"Jonathon Simmons",93.9395273226788,103.152758049218,-9.21323072653919
"Jordan Bell",98.4276466214982,82.0891978070971,16.3384488144011
"Jordan Clarkson",103.205718958487,138.390208625439,-35.184489666952
"Jordan Crawford",114.54975181382,105.372675551356,9.177076262464
"Jordan Mickey",87.8804946541988,98.911967366484,-11.0314727122852
"Jose Calderon",87.3163400245821,93.0379687297821,-5.72162870519999
"Josh Hart",115.175080649026,108.973284150249,6.201796498777
"Josh Huestis",108.490227320951,88.3123738334685,20.1778534874825
"Josh Jackson",122.252367564482,112.532136511609,9.720231052873
"Josh McRoberts",87.1144516508004,91.4924646907208,-4.37801303992039
"Josh Richardson",88.834096466088,91.8083996986162,-2.9743032325282
"Jrue Holiday",109.556883216718,115.475506542533,-5.91862332581499
"Juan Hernangomez",101.754168283689,93.2251933132396,8.5289749704494
"Julius Randle",117.450623723915,113.05667983613,4.393943887785
"Julyan Stone",89.4400103931789,87.5444310292476,1.89557936393129
"Justin Anderson",110.747124132793,117.34871365573,-6.60158952293699
"Justin Holiday",101.679604336707,93.2929962677298,8.3866080689772
"Justin Jackson",104.756668900679,100.806344884406,3.950324016273
"Justin Patton",118.692589662926,108.679595693694,10.012993969232
"Justise Winslow",90.311440967825,99.2685357351636,-8.95709476733859
"Jusuf Nurkic",115.823450994567,109.39089636197,6.432554632597
"K.J. McDaniels",107.80184730938,96.7912469813166,11.0106003280634
"Kadeem Allen",91.3875704738319,83.3194238937328,8.0681465800991
"Karl-Anthony Towns",127.729112654775,131.80548052173,-4.07636786695501
"Kawhi Leonard",122.3562826643,117.180425954959,5.17585670934099
"Kay Felder",96.9949802239251,110.374759881234,-13.3797796573089
"Kelly Olynyk",114.40598314276,100.19114601332,14.21483712944
"Kelly Oubre",97.915740174505,99.4092471791393,-1.4935070046343
"Kemba Walker",115.452585607245,104.939164734638,10.513420872607
"Kenneth Faried",117.496594981085,88.8126806454577,28.6839143356273
"Kent Bazemore",91.5200934169286,98.0037579914648,-6.48366457453619
"Kentavious Caldwell-Pope",93.9171933130662,99.332672565477,-5.41547925241079
"Kevin Durant",123.751500003998,116.940482137545,6.811017866453
"Kevin Love",122.624384296506,113.250232733604,9.374151562902
"Kevon Looney",99.755735536308,84.4473931796328,15.3083423566752
"Khem Birch",110.685723229061,96.1573816244268,14.5283416046342
"Khris Middleton",114.075560481595,111.434111154137,2.64144932745801
"Klay Thompson",114.22008502915,107.999475073672,6.220609955478
"Kosta Koufos",94.5596046888622,81.5712488624227,12.9883558264395
"Kris Dunn",86.3254522308857,84.5769052221774,1.7485470087083
"Kristaps Porzingis",111.492362419756,132.28582976736,-20.793467347604
"Kyle Anderson",94.079669548244,87.0207891651973,7.0588803830467
"Kyle Korver",108.039951498809,95.5180155137487,12.5219359850603
"Kyle Kuzma",117.03285911767,108.038684541948,8.994174575722
"Kyle Lowry",121.543532889886,106.679966186636,14.86356670325
"Kyle O'Quinn",119.00008011964,94.1224863482968,24.8775937713432
"Kyle Singler",85.9503908619934,91.4250086251081,-5.47461776311471
"Kyrie Irving",119.339339916248,119.540917812294,-0.201577896046004
"LaMarcus Aldridge",113.547324610809,96.0179805417793,17.5293440690297
"Lance Stephenson",86.6080218501285,105.593121080581,-18.9850992304525
"Lance Thomas",87.898363758624,88.9021404778786,-1.0037767192546
"Langston Galloway",100.857883604314,104.268532572025,-3.410648967711
"Larry Drew II",111.792070431545,106.906763032903,4.885307398642
"Larry Nance Jr.",99.1199069863915,82.7808009886118,16.3391059977797
"Lauri Markkanen",117.596695624827,93.0165940848659,24.5801015399611
"LeBron James",130.979216883923,108.649142811989,22.330074071934
"London Perrantes",91.140687141382,94.0605280302663,-2.91984088888429
"Lonzo Ball",111.149597949195,91.2825052901551,19.8670926590399
"Lorenzo Brown",85.6957246334585,92.6091151946436,-6.91339056118511
"Lou Williams",106.35009952183,108.31696871855,-1.96686919672
"Luc Mbah a Moute",83.0852230877414,81.8838013601225,1.20142172761889
"Lucas Nogueira",91.9272087227123,81.2848364905729,10.6423722321394
"Luis Montero",83.8935519340047,123.423220354004,-39.5296684199993
"Luke Babbitt",99.4113302096593,92.3415034516675,7.06982675799179
"Luke Kennard",114.62082359891,106.18825064875,8.43257295015999
"Luke Kornet",101.901643634653,87.495406335498,14.406237299155
"Luol Deng",87.2259413111951,89.702791844317,-2.4768505331219
"Malachi Richardson",101.302697575941,111.212170540987,-9.90947296504601
"Malcolm Brogdon",98.2537426899586,98.5692125068746,-0.315469816916007
"Malcolm Delaney",84.5652232105536,98.2893093262447,-13.7240861156911
"Malcolm Miller",101.598574663549,91.4215309424953,10.1770437210537
"Malik Beasley",106.23297746814,142.628771679164,-36.395794211024
"Malik Monk",108.542103140751,114.813475252539,-6.27137211178801
"Mangok Mathiang",90.2523697127199,86.3571594996354,3.8952102130845
"Manu Ginobili",110.833997176944,87.1793178097811,23.6546793671629
"Marc Gasol",109.285207649345,106.790186867792,2.495020781553
"Marcin Gortat",95.6235845088972,84.4028209071479,11.2207636017493
"Marco Belinelli",99.5074295062162,98.7896891160934,0.717740390122799
"Marcus Georges-Hunt",92.8878914413422,92.0584443652686,0.829447076073606
"Marcus Morris",97.2681197509274,98.248470967291,-0.980351216363601
"Marcus Paige",104.087659766343,103.345877791561,0.741781974782
"Marcus Smart",99.8118518509166,100.173098523797,-0.361246672880398
"Mario Chalmers",112.925807988714,113.986983827927,-1.06117583921301
"Mario Hezonja",86.889451007529,95.3113449333221,-8.4218939257931
"Markelle Fultz",123.146587469609,117.691238199077,5.455349270532
"Markieff Morris",102.118950410037,103.134786553914,-1.015836143877
"Marquese Chriss",110.183840658325,115.605948888143,-5.42210822981801
"Marreese Speights",116.2284806265,107.673816708694,8.554663917806
"Marvin Williams",105.083734913081,93.858505164439,11.225229748642
"Mason Plumlee",104.745151886271,85.8148882603004,18.9302636259706
"Matt Costello",116.74328466903,98.9413088167288,17.8019758523012
"Matt Williams",100.636618129382,101.580925866216,-0.944307736834006
"Matthew Dellavedova",85.2411623526547,93.4066839766347,-8.16552162398
"Maurice Harkless",88.4499947449646,82.0203811970886,6.429613547876
"Maxi Kleber",114.447817381483,93.5093762977387,20.9384410837443
"Meyers Leonard",102.395210251503,97.3972773950104,4.9979328564926
"Michael Beasley",116.135936535021,116.281234546347,-0.145298011325991
"Michael Carter-Williams",95.5119272647921,92.1951938985835,3.31673336620861
"Michael Kidd-Gilchrist",98.4409071836434,84.7541279653163,13.6867792183271
"Michael Young",118.558275649124,103.097518006266,15.460757642858
"Mike Conley",114.443648449686,106.014463868263,8.429184581423
"Mike James",110.666460731184,94.2329201021011,16.4335406290829
"Mike Muscala",99.4895027779797,92.550704322743,6.93879845523669
"Mike Scott",85.3813110401277,96.9590200016131,-11.5777089614854
"Miles Plumlee",88.3663381242584,81.6120016420088,6.7543364822496
"Milos Teodosic",109.256671603106,110.172344692166,-0.915673089060007
"Mindaugas Kuzminskas",98.9169436861494,104.459044229405,-5.5421005432556
"Mirza Teletovic",103.047647669277,100.588007895432,2.459639773845
"Monte Morris",101.204853644733,92.8673548560242,8.3374987887088
"Montrezl Harrell",119.235411310014,102.356885688184,16.87852562183
"Myles Turner",111.147465233392,107.651578241018,3.495886992374
"Nate Wolters",83.5266972482616,85.42351413616,-1.8968168878984
"Nemanja Bjelica",103.844351765567,95.3524703570687,8.4918814084983
"Nene Hilario",126.072473521417,107.568657764373,18.503815757044
"Nerlens Noel",116.860854643561,83.9566564619515,32.9041981816095
"Nick Collison",90.2923224422622,88.8698601015618,1.42246234070041
"Nick Young",118.370930719958,97.9972681275023,20.3736625924557
"Nicolas Batum",109.935089887951,104.179341017755,5.755748870196
"Nicolas Brussino",95.8627864729093,95.2684823702134,0.594304102695901
"Nik Stauskas",94.9746978596693,103.467026936156,-8.4923290764867
"Nikola Jokic",127.187598609779,127.430300830124,-0.242702220344995
"Nikola Mirotic",111.452300686362,112.263710853566,-0.811410167204002
"Nikola Vucevic",118.616591433851,102.990656600031,15.62593483382
"Noah Vonleh",93.2146414243684,82.0184157273813,11.1962256969871
"Norman Powell",99.0571673829585,110.611020046149,-11.5538526631905
"OG Anunoby",106.691538645785,102.46054705156,4.230991594225
"Okaro White",85.5324103277776,84.8116486858945,0.720761641883101
"Omer Asik",87.7924359962133,87.7542375728343,0.0381984233790007
"Omri Casspi",86.9289157403739,84.6077816061291,2.3211341342448
"Otto Porter",108.511965184874,89.2512204872893,19.2607446975847
"P.J. Tucker",90.8813057461829,87.7213309647408,3.1599747814421
"Pascal Siakam",91.1588104367863,90.9772804098553,0.181530026931
"Pat Connaughton",94.9455187751037,88.5100221772159,6.43549659788779
"Patrick Beverley",97.3477900611975,87.1703562752428,10.1774337859547
"Patrick McCaw",90.5891331424651,90.7578321236441,-0.168698981179006
"Patrick Patterson",91.767148694178,92.2512135173719,-0.48406482319389
"Patty Mills",105.382700564813,99.7821106634909,5.60058990132211
"Pau Gasol",114.825852252372,92.6948447745129,22.1310074778591
"Paul George",124.021371750599,118.883684140295,5.137687610304
"Paul Millsap",110.92037639419,104.969489813764,5.950886580426
"Paul Zipser",85.3465204848916,85.1032254760619,0.243295008829705
"PJ Dozier",99.5290820822168,102.542195111666,-3.0131130294492
"Quincy Acy",111.663151914141,105.743462259065,5.919689655076
"Quincy Pondexter",88.8962792461226,95.8751854653211,-6.97890621919849
"Quinn Cook",89.4185037217627,107.825861720161,-18.4073579983983
"Rajon Rondo",90.775304327678,87.9119043694428,2.86339995823521
"Ramon Sessions",88.0969696374481,96.0305257772125,-7.93355613976441
"Rashad Vaughn",92.920942162928,91.2885272236772,1.63241493925079
"Raul Neto",94.6168849133075,84.6647119593861,9.9521729539214
"Raymond Felton",86.2510883846212,89.5867313386502,-3.335642954029
"Reggie Bullock",95.163523311631,90.9746152196086,4.1889080920224
"Reggie Jackson",105.719721996135,113.929461673351,-8.20973967721601
"Richard Jefferson",85.7346394300775,88.0654965884205,-2.33085715834301
"Richaun Holmes",117.24892079864,111.242310730141,6.006610068499
"Ricky Rubio",108.335904238315,93.2097200959522,15.1261841423628
"Robert Covington",115.779621636251,109.202842327219,6.57677930903199
"Robin Lopez",90.1048033639027,85.6879014467876,4.4169019171151
"Rodney Hood",99.9122050550155,101.490411173666,-1.5782061186505
"Rodney McGruder",89.1355953078811,93.1263480721283,-3.99075276424719
"Ron Baker",86.4879079144897,86.9356546924655,-0.447746777975809
"Rondae Hollis-Jefferson",108.717086073695,96.9565247336209,11.7605613400741
"Royce O'Neal",100.6212250184,90.8442547050043,9.77697031339569
"Rudy Gay",111.598507278045,109.539932261333,2.058575016712
"Rudy Gobert",112.446016450735,82.8029514258273,29.6430650249077
"Russell Westbrook",132.524247985387,119.363176638652,13.161071346735
"Ryan Anderson",117.420826987744,95.860790537479,21.560036450265
"Ryan Arcidiacono",97.707007978165,95.9698871896458,1.73712078851919
"Salah Mejri",91.7382263541401,81.150099029616,10.5881273245241
"Sam Dekker",106.061857626837,96.0716372259299,9.99022040090709
"Sean Kilpatrick",108.522625428161,115.562493022314,-7.03986759415299
"Semi Ojeleye",118.990431254453,91.504596020638,27.485835233815
"Serge Ibaka",110.243401389769,99.4740910168918,10.7693103728772
"Seth Curry",111.556755687827,100.37474757483,11.182008112997
"Shabazz Muhammad",103.568700885621,102.844567215796,0.724133669824994
"Shabazz Napier",91.2721670218358,92.4685333383494,-1.1963663165136
"Shane Larkin",92.8802546499481,86.2128705113518,6.6673841385963
"Shaun Livingston",85.5565271438144,83.5347728997131,2.0217542441013
"Sheldon McClellan",93.1098315987308,93.2171144454325,-0.107282846701693
"Shelvin Mack",94.5686448594704,99.9913637278544,-5.42271886838401
"Sindarius Thornwell",105.571091862063,97.5680061772348,8.00308568482819
"Skal Labissiere",119.665379451712,117.76108198971,1.90429746200201
"Solomon Hill",87.8651251645424,87.9381636475526,-0.073038483010194
