"Player","Pos","Season","Age","Tm","Exp","FGPer","FG3Per","FG2Per","effFGPer","FTPer","effMin","effFG","effFGA","eff3PM","eff3PA","eff2PM","eff2PA","effFTM","effFTA","effORB","effDRB","effTRB","effAST","effSTL","effBLK","effTOV","effPF","effPTS","Pick"
"Deandre Ayton","F-C","2018-2019",21,"PHO","R",0.612403100775194,0.3,0.630252100840336,0.625,0.727272727272727,0.0080418477134307,0.235820895522388,0.385074626865672,0.00895522388059702,0.0298507462686567,0.223880597014925,0.355223880597015,0.119402985074627,0.164179104477612,0.101492537313433,0.244776119402985,0.346268656716418,0.0477611940298507,0.017910447761194,0.0567164179104478,0.0597014925373134,0.0686567164179104,0.6,1
"DeAndre Jordan","C","2018-2019",31,"DAL","10",0.59453709589212,0,0.59281280577081,0.59511187542656,0.606049453402751,0.00718516815277209,0.151480407133417,0.236989600390224,0,0,0.151480407133417,0.236989600390224,0.064452910654417,0.105609713293051,0.141647924856498,0.343982797271729,0.497918251516339,0.0532131744435383,0.0145205935482019,0.028840832895117,0.0577899877899878,0.0873659538604081,0.337879319489395,0
"DeAndre' Bembry","F","2018-2019",25,"ATL","2",0.414,0.367,0.429,0.457,0.576,0.00154132791327913,0.114285714285714,0.28,0.0228571428571429,0.0685714285714286,0.0914285714285714,0.217142857142857,0.04,0.0742857142857143,0.0171428571428571,0.142857142857143,0.16,0.108571428571429,0.0457142857142857,0.0285714285714286,0.102857142857143,0.0857142857142857,0.297142857142857,0
"Dejounte Murray","G","2018-2019",23,"SAS","2",0.466497812681792,0.233649399757303,0.471400594432537,0.465138113695091,0.724684896295667,0.00570087120544529,0.169536500773211,0.340761357521344,0.00823440154264449,0.0310222212648454,0.16328438969541,0.330175712802311,0.0659913302376749,0.0904302362413537,0.0648350813193494,0.194380171235341,0.268022045096425,0.160828660838524,0.0601069732214674,0.0156234094137607,0.0754768448837307,0.089132020316056,0.409349234064968,29
"Delon Wright","G","2018-2019",27,"TOR","3",0.464399224806202,0.36257720999981,0.517261526232115,0.533613636363636,0.82417677576765,0.00571495557659726,0.1369128555985,0.316912854566317,0.0435221250201115,0.124453606113567,0.0981396206986941,0.194046272339428,0.0853869786515418,0.0959573096608436,0.0321409122736078,0.107420739277966,0.143959694338893,0.147634239786984,0.0442334428459633,0.0263989951489951,0.0559861971467155,0.0547821720231823,0.389254698604112,0
"DeMar DeRozan","G-F","2018-2019",30,"SAS","9",0.458986899563319,0.313647058823529,0.494,0.488972111553785,0.821308724832215,0.00817112257661038,0.219304383618028,0.478950858658618,0.029674170712316,0.0892035398230088,0.177898797367824,0.368870671098318,0.156759257152824,0.194917760538708,0.0215483233438445,0.10308845593255,0.126672514410069,0.147144839971292,0.0335230344592095,0.0106194690265487,0.0625414289131103,0.0609619333372092,0.633676171871521,0
"DeMarcus Cousins","C-F","2018-2019",29,"GSW","8",0.483577777777778,0.350939481268011,0.54649377593361,0.541873727087576,0.756404463040446,0.00919715447154472,0.2205556533365,0.490943422616966,0.0607734806629834,0.186725399432582,0.16347066070823,0.317223756906077,0.169334308308959,0.223166397964234,0.056254426972659,0.284005064191969,0.338909709075455,0.179883002924927,0.0392879066912216,0.0495429236154782,0.145955947060919,0.101113840532799,0.665865962046601,0
"DeMarre Carroll","F","2018-2019",33,"BRK","9",0.417036674816626,0.371,0.457,0.512459574468085,0.750797235023041,0.00742140823785759,0.153280822438431,0.358636161837393,0.0618603364598788,0.172297316076673,0.0975036957045952,0.199952221691352,0.0815912102945578,0.0945716301141465,0.0505192747755677,0.174019370928142,0.219115010771206,0.065140940989144,0.0228227161663099,0.0102977852865796,0.0458809057009957,0.0692447298617898,0.460639511280376,0
"Demetrius Jackson  (TW)","G","2018-2019",25,"PHI","1",0.457641791044776,0.299388059701493,0.487044776119403,0.512910447761194,0.712029850746269,0.00478969481858998,0.170216134906183,0.36560842371942,0.0430686406460296,0.118042910300055,0.126909983374238,0.247090491647534,0.0665822183516745,0.0866123030638904,0.0402976803103476,0.132926925817433,0.173303776423086,0.0862956218826696,0.0342807378671522,0.0170216134906183,0.0495606048610561,0.0833663209563772,0.449212255561713,0
"Dennis Schroder","G","2018-2019",26,"OKC","5",0.452591966173362,0.309792284866469,0.514217821782178,0.497928971962617,0.869532043530834,0.00819639658260989,0.266712814692898,0.562456000685013,0.0433211781206171,0.152873861475246,0.214891411433749,0.450586696103684,0.126410256410256,0.134615384615385,0.0250061327118852,0.0917288872779993,0.120770465489567,0.198588490770901,0.0364466116529132,0.0032258064516129,0.0846153846153846,0.0636317506342878,0.7263004732803,0
"Dennis Smith","G","2018-2019",22,"DAL","1",0.388936403508772,0.288102272727273,0.441139112903226,0.442627599243856,0.72214976599064,0.00764247185741088,0.213769037264984,0.531264707402601,0.0556238056238056,0.220247796005372,0.14560782724363,0.330825617283951,0.0621223798351188,0.0958124454420751,0.0199255030172905,0.105864197530864,0.122719827265282,0.178731762065095,0.0341580051724979,0.0124567825910108,0.10239099859353,0.0748426766585003,0.546991164440829,9
"Denzel Valentine","G","2018-2019",26,"CHI","2",0.433162790697674,0.386992287917738,0.448953488372093,0.524124015748031,0.716903892944039,0.00599696844426071,0.142153862769098,0.301657015315306,0.0658833507957891,0.170224925501082,0.0647037934491979,0.145205945429642,0.015389876880985,0.0242390560875513,0.0210268317853457,0.149816176470588,0.171281067251462,0.13936737485692,0.0301266339869281,0.002921826625387,0.0508386948529412,0.0814119208918217,0.35888671875,14
"Deonte Burton  (TW)","G","2018-2019",25,"OKC","R",0.472802314887508,0.371609231742017,0.527928115459339,0.540899122807018,0.744317828009216,0.00416195711000063,0.159645535105657,0.337658108005756,0.0445126107702793,0.119783382564568,0.11525410891464,0.218314019541013,0.0905324547451335,0.121631447398318,0.0482087404377791,0.136764371733697,0.184708020904339,0.080163599182004,0.0334014996591683,0.0240702870559721,0.0640233280315079,0.0751798833598423,0.454487616450806,0
"Derrick Favors","F-C","2018-2019",28,"UTA","8",0.558459677419355,0.222,0.592395161290323,0.569534274193548,0.662120893561104,0.00673732364064588,0.176879320276498,0.313921814032246,0.00714285714285714,0.0285714285714286,0.169942876344086,0.286324291919521,0.054788961038961,0.0845588235294118,0.0795918367346939,0.166975306364864,0.258267716535433,0.0599171335200747,0.0274193548387097,0.0415966386554622,0.0436437173294515,0.069005905511811,0.416872323923219,0
"Derrick Jones","F","2018-2019",22,"MIA","2",0.5,0,1,0.5,0.833,0.000111788617886179,0.0545454545454545,0.127272727272727,0,0.0545454545454545,0.0545454545454545,0.0545454545454545,0.145454545454545,0.181818181818182,0.0545454545454545,0.0545454545454545,0.127272727272727,0.0909090909090909,0.0363636363636364,0.127272727272727,0.0363636363636364,0.0545454545454545,0.272727272727273,0
"Derrick Rose","G","2018-2019",31,"MIN","9",0.451584144035516,0.246115237284529,0.491412127814089,0.467621810207337,0.830930455173664,0.00425527011417655,0.19906443864411,0.45479610498211,0.0189406061534856,0.0772999121739674,0.186551706795417,0.377895645673336,0.106261577540404,0.116349127063413,0.0399071087414896,0.0590877060597557,0.0892516597451761,0.0884859429157462,0.0170302178842552,0.0147751217184577,0.0830827779073558,0.0392063258705423,0.527356205971001,0
"Derrick Walton","G","2018-2019",24,"CHI","1",0.32,0.412,0.125,0.46,1,0.000498644986449864,0.0543478260869565,0.173913043478261,0.0434782608695652,0.119565217391304,0.0108695652173913,0.0543478260869565,0.0434782608695652,0.0434782608695652,0.0108695652173913,0.0978260869565217,0.108695652173913,0.108695652173913,0.0434782608695652,0.0217391304347826,0.0108695652173913,0.0434782608695652,0.195652173913043,0
"Derrick White","G","2018-2019",25,"SAS","1",0.485,0.615,0.4,0.606,0.7,0.000472222222222222,0.109756097560976,0.231707317073171,0.0609756097560976,0.0975609756097561,0.0609756097560976,0.146341463414634,0.0975609756097561,0.146341463414634,0.0365853658536585,0.146341463414634,0.182926829268293,0.0609756097560976,0.024390243902439,0.024390243902439,0.0487804878048781,0.0609756097560976,0.390243902439024,29
"DeVaughn Akoon-Purcell  (TW)","G","2018-2019",26,"DEN","R",0.472802314887508,0.371609231742017,0.527928115459339,0.540899122807018,0.744317828009216,0.00416195711000063,0.159645535105657,0.337658108005756,0.0445126107702793,0.119783382564568,0.11525410891464,0.218314019541013,0.0905324547451335,0.121631447398318,0.0482087404377791,0.136764371733697,0.184708020904339,0.080163599182004,0.0334014996591683,0.0240702870559721,0.0640233280315079,0.0751798833598423,0.454487616450806,0
"Devin Booker","G","2018-2019",23,"PHO","3",0.432962138084633,0.367260273972603,0.460976645435244,0.496126459143969,0.860058748403576,0.00873923427661577,0.248563664596273,0.58921846725681,0.0808485273492286,0.207304772522164,0.18362360808013,0.392432144385914,0.171259175607002,0.177337819185645,0.0127189009661836,0.113992866870927,0.125335707505868,0.136867755314335,0.0252269469660774,0.0084089823220258,0.1120648678876,0.0921139254985194,0.742936825760052,0
"Devin Harris","G","2018-2019",36,"DAL","14",0.412,0.362096202531646,0.470355731225296,0.502984031936128,0.860620641562064,0.00477316163087004,0.116717057193248,0.285854936195072,0.0507006221291936,0.149895636134168,0.0690523213045736,0.148078007488438,0.0766511775686088,0.0936847725838551,0.00867013472055489,0.0837652084279176,0.0881488542039001,0.0908021641966596,0.0369692036358703,0.00936847725838552,0.0562085895419229,0.120228791482614,0.392262708052182,0
"Devin Robinson  (TW)","F","2018-2019",24,"WAS","1",0.411777777777778,0.28847619047619,0.44115873015873,0.476984126984127,0.645507936507936,0.00432757452574526,0.153666946230547,0.343304445065697,0.0393253191687634,0.113036995620166,0.114528002982015,0.2300810735253,0.0605721740751095,0.0833100363433044,0.0443574690150033,0.133724722765819,0.177336688099897,0.0786506383375268,0.0352250489236791,0.0177057124219551,0.0474326716988165,0.0824713447022645,0.406765445904389,0
"Devonte' Graham","G","2018-2019",24,"CHO","R",0.426282051282051,0.408839779005525,0.450381679389313,0.548666666666667,0.794117647058824,0.00539922442062964,0.125827814569536,0.295175023651845,0.0700094607379377,0.17123935666982,0.055818353831599,0.123935666982025,0.076631977294229,0.0964995269631032,0.0132450331125828,0.0851466414380322,0.0983916745506151,0.141911069063387,0.0425733207190161,0.00378429517502365,0.0596026490066226,0.0482497634815516,0.397350993377484,34
"Dewayne Dedmon","C","2018-2019",30,"ATL","5",0.56836575355794,0.355,0.646252693683476,0.612315761544541,0.704821813022745,0.00510154994507618,0.160489514191042,0.300905988750747,0.0321285140562249,0.0746347975263638,0.142235591923672,0.230389422010452,0.0466360586842515,0.0586037695566721,0.0649930745821641,0.267899695147876,0.331455376651815,0.0524849922825457,0.0254378501914099,0.0310609104501364,0.0484662640351811,0.108045749708474,0.406528845078993,0
"Deyonta Davis","C-F","2018-2019",23,"SAC","2",0.56610800744879,0,0.568519480519481,0.56610800744879,0.747585501858736,0.00384652463125422,0.162325456498389,0.303053185330615,0,0,0.162325456498389,0.292229857283093,0.0418557168784029,0.0598309095106187,0.0760681114551084,0.199667271627344,0.259387541218272,0.0416324013157895,0.0136766647802301,0.0412796697626419,0.0343997248022016,0.119587762509723,0.393535087719298,31
"Dillon Brooks","F-G","2018-2019",23,"MEM","1",0.448573323491972,0.35657070741524,0.498449068965517,0.517689560868886,0.766035250272516,0.00783891128106196,0.149120949283786,0.334372837372383,0.0441339483181367,0.123920480549027,0.106003633702077,0.215887328430478,0.0625701183269357,0.0859077665038483,0.0247769388773537,0.0996977869844342,0.126213728959147,0.0563302599917185,0.0299775619897571,0.0063914868471993,0.0458714883408223,0.0890998718449603,0.416099073488071,45
"Ding Yanyuhang","G-F","2018-2019",26,"DAL","R",0.476014760147601,0.293478260869565,0.575418994413408,0.476014760147601,0.744897959183673,0.00194294015323789,0.159062885326757,0.334155363748458,0.033292231812577,0.113440197287299,0.127003699136868,0.220715166461158,0.0900123304562269,0.120838471023427,0.0530209617755856,0.146732429099876,0.199753390875462,0.0863131935881628,0.0382244143033292,0.0308261405672009,0.0813810110974104,0.117139334155363,0.440197287299629,0
"Dion Waiters","G","2018-2019",28,"MIA","6",0.420934006640841,0.328555944173533,0.468668751016614,0.472666036832148,0.76150644263202,0.00738187266704748,0.181830102130869,0.437113908082147,0.0496105583824882,0.154785384772054,0.133630759286259,0.264671065449112,0.0598780601368858,0.0746620977680973,0.00972060212186858,0.085045844578095,0.0947897572626785,0.131800948731527,0.0266160746497357,0.00887237075346349,0.072618234658245,0.0687771993832857,0.474792816828858,0
"Dirk Nowitzki","F","2018-2019",41,"DAL","20",0.458684879886952,0.409,0.496327898874397,0.549603114963238,0.795850453850435,0.00506474971777692,0.154316456568031,0.319102120780597,0.0728744939271255,0.149341770115559,0.0925898739408186,0.18115323123269,0.0396849479295526,0.0501444345518112,0.0123289995979027,0.188340846425546,0.208689323921112,0.0716152028573234,0.0197429551408176,0.0245887348283168,0.0381898722747694,0.0996771444115971,0.407602530499767,0
"Domantas Sabonis","F-C","2018-2019",23,"IND","2",0.523617463617464,0.382246290801187,0.533949367088608,0.544698544698545,0.727436823104693,0.00779162402638012,0.193881314761683,0.378880528002635,0.0124517006802721,0.0288744588744589,0.179056806436577,0.336360959478131,0.0976729305583619,0.144606980513848,0.0849510048065095,0.260192966075319,0.346943335993615,0.0874635568513119,0.0215213358070501,0.0169795918367347,0.0815934065934066,0.104851948051948,0.50931778425656,11
"Donovan Mitchell","G","2018-2019",23,"UTA","1",0.422850455139725,0.342013939065511,0.482329432624113,0.489575866857431,0.781406274116376,0.00852017413755219,0.211534361305108,0.501935926465013,0.0710482261283884,0.209315004099628,0.154802042472329,0.340234534730982,0.0926430039895457,0.13048811671854,0.018086792394194,0.0946136458129232,0.113589162457209,0.139183908415003,0.0479077434541506,0.00728067084547672,0.0882903243205968,0.075442732109076,0.576541549131502,13
"Donte DiVincenzo","G","2018-2019",22,"MIL","R",0.47239263803681,0.388235294117647,0.576923076923077,0.573,0.7,0.00510497417681708,0.14051094890511,0.297445255474453,0.0602189781021898,0.155109489051095,0.0821167883211679,0.142335766423358,0.0638686131386861,0.0912408759124088,0.0401459854014599,0.116788321167883,0.156934306569343,0.0948905109489051,0.0364963503649635,0.00912408759124088,0.062043795620438,0.0675182481751825,0.405109489051095,17
"Donte Grantham","F","2018-2019",24,"OKC","R",0.449612403100775,0.369747899159664,0.525179856115108,0.526666666666667,0.807692307692308,0.00441294175371663,0.125950054288817,0.280130293159609,0.0477741585233443,0.129207383279045,0.0792616720955482,0.150922909880565,0.0456026058631922,0.0564603691639521,0.0434310532030401,0.123778501628664,0.166123778501629,0.0673181324647124,0.0282301845819761,0.0217155266015201,0.0466883821932681,0.0575461454940283,0.344191096634094,0
"Doral Moore","C","2018-2019",22,"MEM","R",0.641025641025641,0,0.641025641025641,0.621,0.48936170212766,0.00195971029019555,0.183374083129585,0.286063569682152,0,0,0.183374083129585,0.286063569682152,0.056234718826406,0.114914425427873,0.127139364303179,0.220048899755502,0.34718826405868,0.00733496332518339,0.0171149144254279,0.0904645476772616,0.0733496332518339,0.156479217603912,0.427872860635698,0
"Dorian Finney-Smith","F","2018-2019",26,"DAL","2",0.38026345699218,0.313632157226865,0.488202162984111,0.47557461500679,0.691301579558653,0.00601887950571984,0.103500638830994,0.282612269680171,0.0467528844104085,0.158957193411656,0.0534875383973638,0.122089868515659,0.0306300153655438,0.0421063054538325,0.0482273105821413,0.139170221784237,0.195314769071385,0.0702589023419268,0.0256766667286087,0.0107481805759491,0.055489320269373,0.0894686528099587,0.281969083344416,0
"Doug McDermott","F","2018-2019",27,"IND","4",0.468235042130786,0.393652542108838,0.465587451866405,0.550477932735801,0.852360377987771,0.00597217924917492,0.145021894278016,0.319429679162829,0.0449688266445536,0.110303364372158,0.0971176294975363,0.197847390544079,0.0466300414474395,0.0562667379990639,0.0211646342731916,0.0870867832240833,0.11266662971874,0.0599379169844053,0.00795260000024475,0.00689202992417856,0.0341097448153573,0.0660735747213838,0.39750553083969,0
"Dragan Bender","F","2018-2019",22,"PHO","2",0.414475687395042,0.364908534708327,0.472606433767032,0.541492264306138,0.826792181573474,0.00764103134076334,0.105126623057436,0.245171704731101,0.0583826830134263,0.162458890120506,0.0361391147952481,0.078814014007707,0.0216483924141883,0.0246483598652302,0.0172511311578613,0.148756081786969,0.162586301893765,0.0644423671286644,0.0123215272357331,0.0226661133065074,0.0510450272910933,0.0774608628626021,0.294047162576687,4
"Draymond Green","F","2018-2019",29,"GSW","6",0.434681909233177,0.294907944157842,0.533883613914102,0.480992798743841,0.753192043970568,0.00799416653030974,0.115463841665904,0.26601028730367,0.0359021378720649,0.119624827893606,0.0762354310489912,0.146058971641254,0.047651590106278,0.0648371782986795,0.0278939557474366,0.180512056070694,0.218035447567338,0.233181935114305,0.0453657167338859,0.0407348313610779,0.0913672488368395,0.0726809204224571,0.323686712235944,0
"Duncan Robinson  (TW)","G","2018-2019",25,"MIA","R",0.472802314887508,0.371609231742017,0.527928115459339,0.540899122807018,0.744317828009216,0.00416195711000063,0.159645535105657,0.337658108005756,0.0445126107702793,0.119783382564568,0.11525410891464,0.218314019541013,0.0905324547451335,0.121631447398318,0.0482087404377791,0.136764371733697,0.184708020904339,0.080163599182004,0.0334014996591683,0.0240702870559721,0.0640233280315079,0.0751798833598423,0.454487616450806,0
"Dwayne Bacon","G","2018-2019",24,"CHO","1",0.356570512820513,0.188593837535014,0.389280357142857,0.398204918032787,0.81673640167364,0.00330825116761806,0.105958132045089,0.283333333333333,0.0129068462401796,0.0688365132809577,0.0956814522031913,0.2275,0.0261854210898797,0.0350105728565936,0.00737254901960784,0.152625954596398,0.167806267806268,0.0547325102880658,0.0209483368719038,0,0.040958605664488,0.0594498669032831,0.255694152661064,40
"Dwight Howard","C","2018-2019",34,"WAS","14",0.572277298850575,0.143,0.578046841925572,0.573860016420361,0.592666893408398,0.00711436046824518,0.199415480089382,0.356796339682875,0,0.00328947368421053,0.199415480089382,0.357296449747797,0.11849420538916,0.209356904726572,0.0935127724335348,0.305959117701524,0.406849073534505,0.0387271629304732,0.022333904451394,0.0540195733205861,0.0826942180789655,0.109419553415882,0.518572059321804,0
"Dwight Powell","F-C","2018-2019",28,"DAL","4",0.570260430034015,0.333,0.613772708038195,0.608013981497485,0.749666504243798,0.00595285337097744,0.141817335164058,0.237982759135514,0.0188679245283019,0.0587170484874508,0.122706867313744,0.188129411458363,0.0648418251437226,0.0871888385454638,0.0752289759678408,0.195183532240525,0.281534774886975,0.0628607885732333,0.0361346505415607,0.0146448920053756,0.0363965733619619,0.124048592105456,0.349404058785773,0
"Dzanan Musa","G-F","2018-2019",20,"BRK","R",0.436363636363636,0.291666666666667,0.548387096774194,0.436363636363636,0.722222222222222,0.00198155033459636,0.157894736842105,0.361842105263158,0.0460526315789474,0.157894736842105,0.111842105263158,0.203947368421053,0.0855263157894737,0.118421052631579,0.0328947368421053,0.125,0.157894736842105,0.0526315789473684,0.0394736842105263,0.0131578947368421,0.0657894736842105,0.0855263157894737,0.440789473684211,29
"E'Twaun Moore","G","2018-2019",30,"NOP","7",0.491265882352941,0.425,0.547891666666667,0.569221991701245,0.700585889570552,0.00777633351758447,0.155103083378945,0.324342144555944,0.0517313252945437,0.110934744268078,0.106303828616921,0.195450049455984,0.0166466586634654,0.0221955448846205,0.0222332124409276,0.0650319862314864,0.0848847858739055,0.0710141070002662,0.0310326377742108,0.00317079212637436,0.0309861875784797,0.0682718031032638,0.390395355673133,0
"Ed Davis","F","2018-2019",30,"BRK","8",0.577727877891339,0,0.580239223043814,0.577727877891339,0.725531975679437,0.00475225982670939,0.109111654538359,0.189510770689672,0,0,0.109111654538359,0.186829887597287,0.0484020736707301,0.0719412496791677,0.125656973803273,0.289041130114523,0.42889814698946,0.0268412360728558,0.0249204913384018,0.0333747278724384,0.0451007686349052,0.113530181259899,0.270506980645644,0
"Edmond Sumner  (TW)","G","2018-2019",24,"IND","1",0.411777777777778,0.28847619047619,0.44115873015873,0.476984126984127,0.645507936507936,0.00432757452574526,0.153666946230547,0.343304445065697,0.0393253191687634,0.113036995620166,0.114528002982015,0.2300810735253,0.0605721740751095,0.0833100363433044,0.0443574690150033,0.133724722765819,0.177336688099897,0.0786506383375268,0.0352250489236791,0.0177057124219551,0.0474326716988165,0.0824713447022645,0.406765445904389,0
"Ekpe Udoh","C-F","2018-2019",32,"UTA","6",0.462829953551603,0,0.466532593180016,0.462829953551603,0.750451338013429,0.00244821231620402,0.07885443583118,0.172528287109266,0,0,0.07885443583118,0.172528287109266,0.040675613336352,0.0568726622214994,0.0831259069436921,0.0959988991460174,0.175567791037518,0.0495002413607065,0.045541052338248,0.0719161519435117,0.021473322797757,0.130785070065593,0.184363343856575,0
"Elfrid Payton","G","2018-2019",25,"NOP","4",0.467961599873666,0.307132443609023,0.510382041873516,0.495233817821393,0.636109169653524,0.00709222951776897,0.180141325163226,0.387163700010973,0.0175399560672625,0.0546130805437609,0.161450090732563,0.32485816542948,0.0649614590468249,0.0983035449787696,0.0333801706772275,0.107437876683304,0.14564175292604,0.214853187182876,0.0452385941035327,0.0103713756597375,0.0967017231872205,0.0686273573765093,0.453493468518692,0
"Élie Okobo","G","2018-2019",22,"PHO","R",0.476014760147601,0.293478260869565,0.575418994413408,0.476014760147601,0.744897959183673,0.00194294015323789,0.159062885326757,0.334155363748458,0.033292231812577,0.113440197287299,0.127003699136868,0.220715166461158,0.0900123304562269,0.120838471023427,0.0530209617755856,0.146732429099876,0.199753390875462,0.0863131935881628,0.0382244143033292,0.0308261405672009,0.0813810110974104,0.117139334155363,0.440197287299629,0
"Elijah Stewart","G","2018-2019",24,"IND","R",0.444866920152091,0.401360544217687,0.491379310344828,0.552666666666667,0.758064516129032,0.00411107928847869,0.136363636363636,0.306526806526807,0.0687645687645689,0.171328671328671,0.0664335664335664,0.135198135198135,0.0547785547785549,0.0722610722610724,0.034965034965035,0.0897435897435899,0.122377622377622,0.041958041958042,0.0244755244755245,0.0291375291375291,0.0314685314685315,0.0827505827505829,0.393939393939395,0
"Emanuel Terry","F","2018-2019",23,"DEN","R",0.472802314887508,0.371609231742017,0.527928115459339,0.540899122807018,0.744317828009216,0.00416195711000063,0.159645535105657,0.337658108005756,0.0445126107702793,0.119783382564568,0.11525410891464,0.218314019541013,0.0905324547451335,0.121631447398318,0.0482087404377791,0.136764371733697,0.184708020904339,0.080163599182004,0.0334014996591683,0.0240702870559721,0.0640233280315079,0.0751798833598423,0.454487616450806,0
"Emeka Okafor","C-F","2018-2019",37,"NOP","10",0.535461707908633,0,0.527492962997714,0.537362848760657,0.79655855474788,0.00229398665226936,0.117950008012839,0.225760391245786,0,0,0.118330012447233,0.229640896099045,0.0436809920540797,0.0571435605492197,0.134770944388836,0.207576379591666,0.34721420496384,0.0262975704635921,0.0192736050277496,0.0816654618836782,0.0469025683278405,0.0984222134601641,0.292206375416171,0
"Emmanuel Mudiay","G","2018-2019",23,"NYK","3",0.382548009367682,0.291726495726496,0.421747967479675,0.426864372469636,0.743157894736842,0.00469351732991014,0.176468700606632,0.434113260493939,0.036370582617001,0.10814782161487,0.132687824995517,0.319205233930232,0.0944425107321035,0.120199559113586,0.0162429844833278,0.115680778695782,0.137995337995338,0.170904845084828,0.0346364018495166,0.0109171873877756,0.0749676206922823,0.0659871244635193,0.48443573842703,0
"Enes Kanter","C","2018-2019",27,"NYK","7",0.581775474956822,0,0.58379381443299,0.578468571428571,0.840209973753281,0.00618806005578304,0.215478102794578,0.365771168033554,0,0,0.229322357101807,0.370501606957473,0.0786710852970975,0.0979107527598232,0.126124922035106,0.249315587684194,0.380154065059694,0.055718442504609,0.0199835784491294,0.0162545037667868,0.0636915705956403,0.111010174418605,0.496543013604522,0
"Eric Bledsoe","G","2018-2019",30,"MIL","8",0.468913606911447,0.364148255813953,0.536985294117647,0.537067729083665,0.812240963855422,0.00756853241609339,0.188598920747179,0.404406460947942,0.0495113624247472,0.146625058778267,0.138218639473814,0.257191835777416,0.0982412711833013,0.120521052869083,0.0195500078371023,0.100040674328441,0.118342724154826,0.167013246442782,0.0681126198642122,0.0151058702014116,0.0890047463295871,0.082261618193493,0.514520926998211,0
"Eric Gordon","G","2018-2019",31,"HOU","10",0.408081006943452,0.359913486005089,0.51931429345686,0.523128390596745,0.789558198069291,0.00775162223468777,0.173264223988476,0.432293324866964,0.103531556445993,0.284953544588613,0.0765254554633321,0.144823994567255,0.0792851340582042,0.100237746970923,0.0108074307103433,0.0584266926990678,0.0700789873454286,0.0612447261383432,0.0222847540808706,0.0149519176521208,0.0572193385523032,0.0491404880553882,0.535614671712045,0
"Ersan Ilyasova","F","2018-2019",32,"MIL","10",0.46695165394402,0.377,0.527770833333333,0.547209677419355,0.751425206124853,0.00659259418298408,0.163064002621029,0.361273501977186,0.0524057615691082,0.14523096432516,0.1038953384954,0.200324127219934,0.0400201750115447,0.0546990205653609,0.0509557290064688,0.138527117993866,0.193533629313522,0.0485957404948109,0.0377376691780095,0.0241872745703576,0.0396378123868164,0.0927178858530376,0.4582353261155,0
"Evan Fournier","G-F","2018-2019",27,"ORL","6",0.460038461538462,0.365359897172236,0.521276073619632,0.533652525252525,0.925303860523038,0.00824906842818428,0.198691635480142,0.399981459163808,0.0571057754704737,0.168550643906284,0.103320592451027,0.220003380976011,0.0762594893029676,0.0838333196350785,0.00963353384146142,0.0852958293638584,0.090594538656029,0.0910900375724592,0.0256894235772305,0.00858175846587824,0.0523587084851907,0.0650263534298646,0.568581307884992,0
"Evan Turner","G","2018-2019",31,"POR","8",0.459448101265823,0.300699481865285,0.481904255319149,0.508255125284738,0.844674185463659,0.00620435262962588,0.116248014182764,0.240317267715541,0.0194552529182879,0.080562856799522,0.0944233183262225,0.184153091798314,0.0426353701655559,0.0458143232042158,0.0159225885725988,0.102012105645471,0.11564844157407,0.0875533190954039,0.0243110267871499,0.0127380708580791,0.0466472601737808,0.0859939170475592,0.291914123830978,0
"Frank Jackson","G","2018-2019",21,"NOP","R",0.474358974358974,0.388888888888889,0.547619047619048,0.564,0.75,0.00378192220304044,0.14859437751004,0.313253012048193,0.0562248995983936,0.144578313253012,0.0923694779116466,0.168674698795181,0.0843373493975904,0.112449799196787,0.0240963855421687,0.0763052208835341,0.100401606425703,0.0682730923694779,0.0240963855421687,0.00401606425702811,0.0562248995983936,0.0963855421686747,0.437751004016064,31
"Frank Kaminsky","F-C","2018-2019",26,"CHO","3",0.426202173913043,0.414330218068536,0.463791231732777,0.513791489361702,0.831730120481928,0.00587247816922614,0.167647883375385,0.353841028330393,0.0718490928751652,0.167728635682159,0.0920765877957659,0.200407480685887,0.0719178082191781,0.0997904067710628,0.0223088104659614,0.100588065632611,0.121230890346333,0.0684787899210004,0.0288424560953724,0.00865273682861172,0.0377573970703057,0.0505070993914807,0.475921895728022,0
"Frank Mason","G","2018-2019",25,"SAC","1",0.412602675549056,0.341292733948712,0.429216143497758,0.440263571990559,0.819975070028011,0.00574709274115288,0.154128775482257,0.369565076708807,0.0269680996307773,0.0752976430278823,0.121368588796677,0.307814224853737,0.0901509520530643,0.107605775913097,0.0292159023941936,0.112297425478574,0.145215170076854,0.149303636417039,0.0371458427595717,0.0105820105820106,0.0686878383149065,0.0629222629222629,0.417053369626334,34
"Frank Ntilikina","G","2018-2019",21,"NYK","1",0.388896116255694,0.316006269592476,0.41460079608638,0.43304702970297,0.746225339257025,0.00620013809583784,0.117472782088615,0.301421256091526,0.0269713001660627,0.0888764651232683,0.0908063928472338,0.218126954527153,0.0348158095870984,0.0524286457672453,0.0223225239991119,0.0860884971040888,0.109342250221083,0.158551037510721,0.0383283062768852,0.00867558037732306,0.0793959961460303,0.100340720928909,0.293814140567275,8
