"Player","Pos","Season","Age","Tm","Exp","FGPer","FG3Per","FG2Per","effFGPer","FTPer","effMin","effFG","effFGA","eff3PM","eff3PA","eff2PM","eff2PA","effFTM","effFTA","effORB","effDRB","effTRB","effAST","effSTL","effBLK","effTOV","effPF","effPTS","Pick"
"Alex Poythress  (TW)","F","2018-2019",26,"ATL","1",0.41482,0.28576,0.443,0.4832,0.61278,0.00454471544715447,0.145684257602862,0.326811270125224,0.0475178890876565,0.133050089445438,0.0983899821109123,0.193537567084079,0.0581395348837209,0.075134168157424,0.0377906976744186,0.130143112701252,0.167598389982111,0.0761404293381037,0.0309704830053667,0.0166592128801431,0.0448345259391771,0.0810599284436494,0.396914132379249,0
"Alexis Ajinca","C","2018-2019",29,"NOP","1",0.497029702970297,0,0.507652838427948,0.498019801980198,0.718949930458971,0.00449970614163973,0.140856918238994,0.298454047474133,0,0.00666666666666667,0.140856918238994,0.284479610468655,0.0397844194022538,0.0643609022556391,0.0649484536082474,0.211117886178862,0.276030927835052,0.0197619047619048,0.0386792452830189,0.0309433962264151,0.0530458221024259,0.127040816326531,0.36,0
"Alize Johnson","F","2018-2019",23,"IND","R",0.455752212389381,0.32,0.52317880794702,0.5135,0.709677419354839,0.00464730082138401,0.167752442996743,0.368078175895766,0.0390879478827362,0.12214983713355,0.128664495114007,0.245928338762215,0.107491856677524,0.151465798045603,0.10586319218241,0.257328990228013,0.361563517915309,0.0765472312703583,0.0179153094462541,0.00977198697068404,0.0732899022801303,0.0749185667752443,0.485342019543974,50
"Allen Crabbe","G-F","2018-2019",27,"BRK","5",0.415623055555556,0.360027730678773,0.48389349219633,0.534641679273258,0.854402446787348,0.00713175198398338,0.168376898106086,0.406025996283721,0.0868489339159134,0.26344807306838,0.071676252293853,0.145775055234599,0.0559327881977739,0.0669551401886412,0.0140444026962798,0.120974413112078,0.132311483891837,0.0589105093091046,0.0227291035126025,0.0155905574772783,0.034111694520482,0.0763545091616764,0.494169261307999,0
"Allonzo Trier  (TW)","G","2018-2019",23,"NYK","R",0.472802314887508,0.371609231742017,0.527928115459339,0.540899122807018,0.744317828009216,0.00416195711000063,0.159645535105657,0.337658108005756,0.0445126107702793,0.119783382564568,0.11525410891464,0.218314019541013,0.0905324547451335,0.121631447398318,0.0482087404377791,0.136764371733697,0.184708020904339,0.080163599182004,0.0334014996591683,0.0240702870559721,0.0640233280315079,0.0751798833598423,0.454487616450806,0
"Amile Jefferson  (TW)","F","2018-2019",26,"ORL","R",0.472802314887508,0.371609231742017,0.527928115459339,0.540899122807018,0.744317828009216,0.00416195711000063,0.159645535105657,0.337658108005756,0.0445126107702793,0.119783382564568,0.11525410891464,0.218314019541013,0.0905324547451335,0.121631447398318,0.0482087404377791,0.136764371733697,0.184708020904339,0.080163599182004,0.0334014996591683,0.0240702870559721,0.0640233280315079,0.0751798833598423,0.454487616450806,0
"Amir Johnson","F-C","2018-2019",32,"PHI","13",0.505495833333333,0.313,0.512636394158133,0.531078507194245,0.572373426183844,0.00284526968533574,0.106151265635478,0.20550790340603,0.00632911392405063,0.0253164556962025,0.0989791751735402,0.179423770292178,0.0410942708375034,0.0666310964004679,0.0951115702162154,0.175411732680005,0.272216941722763,0.0952614283769858,0.0331626443177076,0.0357230356413697,0.0407241097510085,0.175033988686819,0.258692615988172,0
"Andre Drummond","C","2018-2019",26,"DET","6",0.520984848484848,0,0.529593625498008,0.520984848484848,0.616,0.00815748831700915,0.19145965741472,0.346496243460471,0,0.0029673590504451,0.19145965741472,0.343429905022768,0.0893598982619754,0.127439152811447,0.142068955049443,0.302532067130976,0.433377795067349,0.0942162346591673,0.0540483255616787,0.0628925970172261,0.0644545550888281,0.0911213954645301,0.466404173278294,0
"Andre Iguodala","G-F","2018-2019",35,"GSW","14",0.482462389380531,0.317606060606061,0.51891519434629,0.534078125,0.652282413350449,0.00619136960600375,0.0917596099887766,0.220694771249406,0.0219906575637801,0.074643085633156,0.0738636363636364,0.151524602900063,0.0422611587775957,0.0601047591503583,0.0429319708216845,0.15390196864677,0.159176834507647,0.105320010802052,0.0346806069106209,0.0281385281385281,0.0372343472532508,0.0620572454220847,0.27086905189672,0
"Andre Roberson","G-F","2018-2019",28,"OKC","5",0.568293706293706,0.221437974683544,0.679453307392996,0.547563302752294,0.308428751576293,0.00610132971534319,0.0810039805395843,0.145184233469463,0.00601503759398496,0.0276828434723172,0.0784962406015038,0.132474804031355,0.0124922788557797,0.0430768236406196,0.0687083973374296,0.109452117290863,0.175554016620499,0.0430988184747583,0.0430988184747583,0.035971986417657,0.0330827067669173,0.103636751453101,0.172590567327409,0
"Andrew Harrison","G","2018-2019",25,"MEM","2",0.424875928332951,0.36614156039156,0.458061513626195,0.474912472647702,0.753347023797827,0.00642208614864865,0.135071279103388,0.321785353205103,0.0494819707815217,0.156516451447584,0.0921706878469917,0.20875958379593,0.0734580435189586,0.0945878720462584,0.0191966789845459,0.0692777915535208,0.0866954962524583,0.147295686550536,0.0362165963431786,0.0380638130522354,0.0607844975777465,0.107955130184213,0.407340015316718,0
"Andrew Wiggins","F-G","2018-2019",24,"MIN","4",0.446244154302137,0.335031788472965,0.48660058500229,0.49668870331426,0.631607563686773,0.00904504821885916,0.187235232349497,0.402530431847927,0.0428865288853067,0.126148828471881,0.152311178080697,0.287294914401895,0.0605590813721947,0.0955750205879428,0.0269928663935352,0.101698513244585,0.116044896052246,0.0555356994082975,0.0292022592730503,0.0154562978851667,0.0454541842175379,0.0520484495811359,0.468865140940015,0
"Anfernee Simons","G","2018-2019",20,"POR","R",0.476014760147601,0.293478260869565,0.575418994413408,0.476014760147601,0.744897959183673,0.00233946284545609,0.159062885326757,0.334155363748458,0.033292231812577,0.113440197287299,0.127003699136868,0.220715166461158,0.0900123304562269,0.120838471023427,0.0530209617755856,0.146732429099876,0.199753390875462,0.0863131935881628,0.0382244143033292,0.0308261405672009,0.0813810110974104,0.117139334155363,0.440197287299629,24
